Company,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
aker-bp,,$37.56 B,$14.46 B,$12.42 B,$12.22 B,$10.77 B,$12.01 B,$9.25 B,$5.18 B,$5.38 B,$1.73 B,$1.49 B,$1.29 B,$1.31 B,$1.33 B,$0.74 B,$1.18 B,$0.14 B,$39.08 M,,,,
wsp-global,,$10.97 B,$8.82 B,$6.93 B,$6.64 B,$5.70 B,$5.18 B,$4.56 B,$4.44 B,$4.25 B,$1.74 B,$1.82 B,$0.71 B,$0.61 B,$0.50 B,$0.35 B,$0.30 B,$0.21 B,,,,,
huntington-bancshares,,$182.90 B,$174.06 B,$123.03 B,$109.00 B,$108.78 B,$104.18 B,$99.72 B,$71.04 B,$66.29 B,$59.47 B,$56.15 B,$54.45 B,$53.81 B,$51.55 B,$54.31 B,$54.69 B,$35.32 B,$32.76 B,$32.56 B,$30.48 B,$27.57 B,$28.50 B
hormel-foods,,$13.30 B,$12.69 B,$9.90 B,$8.10 B,$8.14 B,$6.97 B,$6.37 B,$6.13 B,$5.45 B,$4.91 B,$4.56 B,$4.24 B,$4.05 B,$3.69 B,$3.61 B,$3.39 B,$3.06 B,$2.82 B,$2.53 B,$2.39 B,$2.22 B,$2.16 B
standard-bank-group,,$170.64 B,$171.55 B,$172.99 B,$161.40 B,$147.54 B,$164.60 B,$142.27 B,$127.41 B,$164.63 B,$162.34 B,$182.29 B,$185.02 B,$201.78 B,$181.06 B,$160.83 B,$173.84 B,$138.42 B,$119.75 B,$109.14 B,$81.06 B,$20.69 B,
waters-corporation,,$3.28 B,$3.09 B,$2.83 B,$2.55 B,$3.72 B,$5.33 B,$4.66 B,$4.26 B,$3.87 B,$3.57 B,$3.16 B,$2.72 B,$2.32 B,$1.91 B,$1.62 B,$1.88 B,$1.61 B,$1.42 B,$1.46 B,$1.13 B,$1.01 B,$0.88 B
hdfc-life,$30.19 B,$30.42 B,$24.45 B,$17.53 B,$18.72 B,$16.96 B,$14.67 B,$11.53 B,$11.08 B,$8.73 B,$7.72 B,,,,,,,,,,,,
akamai,,$8.30 B,$8.13 B,$7.76 B,$7.00 B,$5.46 B,$4.60 B,$4.37 B,$4.18 B,$4.00 B,$2.95 B,$2.60 B,$2.34 B,$2.35 B,$2.10 B,$1.88 B,$1.65 B,$1.24 B,$0.89 B,$0.18 B,$0.27 B,$0.22 B,$0.42 B
southwest-airlines,,$35.36 B,$36.32 B,$34.58 B,$25.89 B,$26.24 B,$25.11 B,$23.28 B,$21.31 B,$20.06 B,$19.34 B,$18.58 B,$18.06 B,$15.46 B,$14.26 B,$14.30 B,$16.77 B,$13.46 B,$14.21 B,$11.33 B,$9.87 B,$8.95 B,$8.99 B
guotai-junan-securities,,$124.79 B,$124.17 B,$107.77 B,$80.06 B,$63.50 B,$66.34 B,$59.29 B,$70.10 B,$51.56 B,$25.67 B,$17.01 B,$14.59 B,$16.22 B,$16.17 B,$10.85 B,$15.29 B,$4.80 B,$2.59 B,$2.49 B,$3.92 B,$4.37 B,
kakao,,$18.21 B,$19.14 B,$11.00 B,$7.55 B,$7.13 B,$5.95 B,$4.54 B,$2.71 B,$2.52 B,$0.62 B,$0.58 B,$0.48 B,$0.39 B,$0.26 B,$0.23 B,$0.23 B,,,,,,
abiomed,,$1.67 B,$1.49 B,$1.21 B,$1.05 B,$0.78 B,$0.55 B,$0.42 B,$0.33 B,$0.20 B,$0.16 B,$0.15 B,$0.13 B,$0.12 B,$0.13 B,$0.11 B,$0.13 B,$78.53 M,$61.06 M,$59.16 M,$68.33 M,$89.52 M,$0.11 B
royalty-pharma,,$16.81 B,$17.51 B,$16.02 B,$12.44 B,$11.37 B,,,,,,,,,,,,,,,,,
ctbc-financial-holding,,$251.91 B,$256.10 B,$235.72 B,$206.80 B,$188.30 B,$180.11 B,$149.17 B,$143.68 B,$119.16 B,$80.82 B,$72.70 B,$68.55 B,$62.48 B,$55.10 B,$52.58 B,$52.04 B,$52.37 B,,,,,
tdk,$23.62 B,$24.92 B,$21.77 B,$17.98 B,$17.95 B,$17.92 B,$14.88 B,$12.90 B,$11.70 B,$12.04 B,$12.40 B,$12.94 B,$12.75 B,$11.67 B,$11.12 B,$9.34 B,$8.38 B,$7.88 B,$7.55 B,$7.27 B,$6.22 B,$5.62 B,$6.58 B
hydro-one,,$23.25 B,$23.84 B,$23.75 B,$20.71 B,$18.83 B,$20.42 B,$18.87 B,$17.53 B,$19.43 B,$20.31 B,$20.92 B,$17.99 B,$17.32 B,$15.02 B,$11.41 B,$12.82 B,$10.50 B,$10.14 B,,,,
snam,,$34.69 B,$30.75 B,$31.57 B,$26.93 B,$25.83 B,$26.18 B,$21.18 B,$27.20 B,$30.29 B,$32.91 B,$29.87 B,$27.41 B,$26.29 B,$27.17 B,$15.69 B,$15.62 B,$13.72 B,$11.96 B,$13.42 B,$12.35 B,,
nan-ya-plastics,,$21.70 B,$24.17 B,$20.83 B,$18.44 B,$18.66 B,$18.34 B,$16.55 B,$16.05 B,$17.36 B,$17.48 B,$15.56 B,$15.96 B,$15.85 B,$13.25 B,$12.21 B,$14.74 B,$13.31 B,,,,,
ck-asset--holdings,,$66.00 B,$71.39 B,$67.16 B,$65.23 B,$60.77 B,$58.01 B,$51.17 B,$47.97 B,$23.62 B,$23.51 B,$24.24 B,,,,,,,,,,,
atmos-energy,$22.51 B,$22.19 B,$19.60 B,$15.35 B,$13.36 B,$11.87 B,$10.74 B,$10.01 B,$9.09 B,$8.59 B,$7.94 B,$7.49 B,$7.28 B,$6.76 B,$6.34 B,$6.38 B,$5.89 B,$5.71 B,$5.65 B,$2.86 B,$2.51 B,$1.98 B,$2.03 B
safco,,$7.19 B,$5.27 B,$2.66 B,$2.57 B,$2.53 B,$2.22 B,$2.23 B,$2.40 B,$2.37 B,$2.52 B,$2.67 B,$2.49 B,$2.23 B,$2.34 B,$2.62 B,$2.19 B,$1.77 B,,,,,
tyler-technologies,,$4.68 B,$4.73 B,$2.60 B,$2.19 B,$1.79 B,$1.58 B,$1.35 B,$1.35 B,$0.57 B,$0.44 B,$0.33 B,$0.29 B,$0.26 B,$0.27 B,$0.25 B,$0.24 B,$0.22 B,$0.19 B,$0.19 B,$0.18 B,$0.16 B,$0.14 B
wilmar,,$60.40 B,$58.71 B,$51.01 B,$47.04 B,$45.67 B,$40.93 B,$37.03 B,$37.93 B,$43.55 B,$46.63 B,$41.92 B,$39.63 B,$33.96 B,$23.44 B,$17.86 B,$15.50 B,$1.84 B,$1.56 B,,,,
mitsubishi-estate,$51.59 B,$53.21 B,$55.05 B,$54.22 B,$52.02 B,$54.59 B,$49.06 B,$47.27 B,$40.84 B,$46.31 B,$49.97 B,$52.93 B,$51.05 B,$46.56 B,$44.75 B,$43.33 B,$29.27 B,$27.85 B,$29.16 B,$29.44 B,$25.48 B,$22.77 B,$20.01 B
check-point-software,,$5.72 B,$5.90 B,$5.83 B,$5.76 B,$5.82 B,$5.46 B,$5.21 B,$5.06 B,$4.94 B,$4.88 B,$4.55 B,$4.12 B,$3.60 B,$3.06 B,$2.59 B,$2.37 B,$2.08 B,$2.09 B,$1.91 B,$1.71 B,$1.42 B,$1.14 B
brookfield-renewable-partners,,$64.08 B,$55.86 B,$49.72 B,$46.19 B,$34.10 B,$30.90 B,$27.73 B,$19.50 B,$19.84 B,$16.97 B,$16.92 B,$15.70 B,$3.74 B,$3.36 B,$0.92 B,$1.08 B,$0.99 B,$0.97 B,$0.84 B,$0.79 B,$0.66 B,$0.35 B
factset,$3.94 B,$4.01 B,$2.22 B,$2.08 B,$1.54 B,$1.41 B,$1.41 B,$1.01 B,$0.73 B,$0.66 B,$0.69 B,$0.69 B,$0.65 B,$0.64 B,$0.63 B,$0.58 B,$0.52 B,$0.45 B,$0.34 B,$0.22 B,$0.25 B,$0.21 B,$0.17 B
inpex,,$47.86 B,$44.82 B,$44.94 B,$43.18 B,$40.02 B,$38.57 B,$38.88 B,$37.48 B,$39.24 B,$38.35 B,$37.00 B,$32.23 B,$21.53 B,$17.86 B,$18.10 B,$13.65 B,$8.25 B,$7.27 B,,,,
cms-energy,,$31.35 B,$28.75 B,$29.66 B,$26.83 B,$24.52 B,$23.05 B,$21.62 B,$20.34 B,$19.18 B,$17.41 B,$17.13 B,$16.45 B,$15.61 B,$15.25 B,$14.90 B,$14.19 B,$15.37 B,$16.02 B,$15.87 B,$13.83 B,$13.91 B,$17.10 B
aristocrat,$7.03 B,$6.59 B,$6.22 B,$5.62 B,$4.28 B,$4.22 B,$2.58 B,$2.27 B,$2.25 B,$0.96 B,$0.81 B,,$0.77 B,$0.72 B,$0.72 B,$0.71 B,$0.72 B,$0.69 B,$0.81 B,$0.59 B,$0.48 B,$0.76 B,$0.62 B
cooper-companies,,$11.49 B,$9.60 B,$6.73 B,$6.27 B,$6.11 B,$4.85 B,$4.47 B,$4.46 B,$4.45 B,$3.13 B,$2.94 B,$2.62 B,$2.52 B,$2.55 B,$2.58 B,$2.56 B,$2.35 B,$2.17 B,$0.81 B,$0.70 B,$0.57 B,$0.39 B
westlake-chemical,,$20.55 B,$18.45 B,$13.83 B,$13.26 B,$11.60 B,$12.07 B,$10.89 B,$5.57 B,$5.21 B,$4.06 B,$3.41 B,$3.26 B,$2.95 B,$2.44 B,$2.28 B,$2.56 B,$2.08 B,$1.82 B,$1.59 B,$1.37 B,$1.30 B,
bank-of-jiangsu,,$432.12 B,$410.99 B,$358.45 B,$295.61 B,$280.03 B,$272.15 B,$230.17 B,$199.08 B,$167.68 B,$126.18 B,$104.30 B,$81.80 B,$65.09 B,$48.38 B,$33.05 B,$24.98 B,$19.44 B,$15.58 B,,,,
draftkings,,$4.04 B,$4.06 B,$3.43 B,$0.33 B,$0.29 B,,,,,,,,,,,,,,,,,
everest-re,,$39.96 B,$38.18 B,$32.78 B,$27.32 B,$24.79 B,$23.59 B,$21.32 B,$21.42 B,$20.81 B,$19.80 B,$19.77 B,$18.89 B,$18.40 B,$18.00 B,$16.84 B,$17.99 B,$17.10 B,$16.47 B,$15.07 B,$12.68 B,$9.86 B,$7.79 B
lpl-financial,,$9.48 B,$7.99 B,$6.52 B,$5.88 B,$5.47 B,$5.35 B,$4.83 B,$4.51 B,$4.05 B,$4.04 B,$3.98 B,$3.81 B,$3.64 B,$3.33 B,$3.38 B,$3.28 B,$2.79 B,,,,,
elm-company,,$1.60 B,$1.38 B,$1.07 B,$0.75 B,$0.65 B,$0.63 B,$0.63 B,,,,,,,,,,,,,,,
htsc,,$122.74 B,$126.59 B,$109.89 B,$80.47 B,$53.60 B,$58.63 B,$57.81 B,$69.83 B,$43.96 B,$16.23 B,$12.71 B,$13.64 B,$17.15 B,$14.46 B,$7.62 B,$10.67 B,$3.55 B,,,,,
bt-group,$65.34 B,$65.39 B,$69.93 B,$65.65 B,$60.27 B,$60.02 B,$52.87 B,$61.22 B,$40.26 B,$41.44 B,$37.72 B,$38.40 B,$37.83 B,$43.54 B,$41.99 B,$58.24 B,$47.78 B,$42.92 B,$52.02 B,$48.96 B,$35.38 B,$34.70 B,$68.72 B
skyworks-solutions,$8.42 B,$8.91 B,$8.59 B,$5.10 B,$4.83 B,$4.82 B,$4.57 B,$3.85 B,$3.71 B,$2.97 B,$2.33 B,$2.13 B,$1.89 B,$1.56 B,$1.35 B,$1.23 B,$1.18 B,$1.09 B,$1.18 B,$1.16 B,$1.09 B,$0.31 B,$0.33 B
varun-beverages,,$1.40 B,$1.28 B,$1.15 B,$1.17 B,$0.86 B,$0.82 B,$0.76 B,$0.68 B,,,,,,,,,,,,,,
seagate,$7.55 B,$8.94 B,$8.67 B,$8.93 B,$8.88 B,$9.41 B,$9.26 B,$8.25 B,$9.84 B,$9.49 B,$9.24 B,$10.10 B,$9.22 B,$8.24 B,$7.08 B,$10.12 B,$9.47 B,$9.54 B,$5.24 B,$3.94 B,$3.51 B,$3.09 B,$2.96 B
seres-group,,$6.82 B,$5.02 B,$4.02 B,$4.28 B,$3.86 B,$3.64 B,$2.85 B,$1.91 B,$1.77 B,$1.68 B,$1.50 B,$1.39 B,,,,,,,,,,
sun-communities,,$17.08 B,$13.49 B,$11.20 B,$7.80 B,$6.71 B,$6.11 B,$5.87 B,$4.19 B,$2.93 B,$1.99 B,$1.75 B,$1.36 B,$1.16 B,$1.18 B,$1.20 B,$1.24 B,$1.28 B,$1.32 B,$1.40 B,$1.22 B,$1.16 B,$0.99 B
hubbell,,$5.40 B,$5.28 B,$5.08 B,$4.90 B,$4.87 B,$3.72 B,$3.52 B,$3.20 B,$3.32 B,$3.18 B,$2.94 B,$2.84 B,$2.70 B,$2.46 B,$2.11 B,$1.86 B,$1.75 B,$1.66 B,$1.64 B,$1.49 B,$1.41 B,$1.20 B
ntt-data,$46.23 B,$25.27 B,$26.26 B,$24.86 B,$22.30 B,$21.01 B,$19.99 B,$16.55 B,$15.18 B,$16.42 B,$16.16 B,$17.79 B,$17.66 B,$13.67 B,$12.88 B,$11.95 B,$9.23 B,$8.97 B,$9.69 B,$10.22 B,$9.47 B,$8.35 B,$8.57 B
align-technology,,$5.94 B,$5.94 B,$4.82 B,$2.50 B,$2.05 B,$1.77 B,$1.39 B,$1.15 B,$0.98 B,$0.83 B,$0.75 B,$0.64 B,$0.47 B,$0.35 B,$0.27 B,$0.22 B,$0.15 B,$0.14 B,$0.13 B,$0.10 B,$92.85 M,$0.11 B
terna,,$24.42 B,$25.32 B,$25.37 B,$20.16 B,$19.59 B,$20.30 B,$16.88 B,$16.90 B,$18.31 B,$20.34 B,$20.03 B,$16.44 B,$14.33 B,$13.35 B,$13.21 B,$11.74 B,$8.29 B,$7.43 B,$6.68 B,$6.25 B,,
vanke,,$254.77 B,$304.23 B,$286.58 B,$247.63 B,$222.26 B,$179.12 B,$119.62 B,$94.31 B,$82.10 B,$79.18 B,$60.75 B,$47.12 B,$32.61 B,$20.14 B,$17.50 B,$13.72 B,$6.21 B,$2.72 B,$1.87 B,$1.27 B,$0.99 B,$0.78 B
northern-trust,,$155.03 B,$183.88 B,$170.00 B,$136.82 B,$132.21 B,$138.59 B,$123.92 B,$116.74 B,$109.94 B,$102.94 B,$97.46 B,$100.22 B,$83.84 B,$82.14 B,$82.05 B,$67.61 B,$60.71 B,$53.41 B,$45.27 B,$41.45 B,$39.47 B,$39.66 B
yum-china,,$11.82 B,$13.22 B,$10.87 B,$6.95 B,$4.61 B,$4.28 B,$3.72 B,$3.20 B,$3.25 B,,,,,,,,,,,,,
hologic,$9.13 B,$9.07 B,$8.91 B,$7.19 B,$6.61 B,$7.23 B,$7.97 B,$7.31 B,$7.67 B,$8.41 B,$9.00 B,$10.47 B,$6.00 B,$5.62 B,$5.68 B,$8.13 B,$1.06 B,$0.85 B,$0.27 B,$0.21 B,$0.18 B,$0.18 B,$0.19 B
weichai-power,,$42.57 B,$43.47 B,$41.51 B,$33.90 B,$29.84 B,$29.14 B,$23.61 B,$17.72 B,$19.44 B,$12.97 B,$10.63 B,$9.79 B,$7.88 B,$5.30 B,$4.29 B,$3.07 B,$0.89 B,$0.65 B,$0.59 B,$0.28 B,$85.2 M,
sungrow-power-supply,,$8.93 B,$6.72 B,$4.29 B,$3.26 B,$2.68 B,$2.49 B,$1.67 B,$1.04 B,$0.78 B,$0.64 B,$0.44 B,$0.38 B,$0.12 B,$40.61 M,$24.37 M,,,,,,,
siemens-india,,$2.46 B,$2.41 B,$2.14 B,$2.17 B,$1.97 B,$2.01 B,$1.76 B,$1.60 B,$1.66 B,$1.56 B,$2.01 B,$2.07 B,$2.09 B,$1.73 B,$1.67 B,$1.48 B,$1.01 B,$0.68 B,$0.39 B,,,
hindustan-zinc,$4.31 B,$5.89 B,$6.22 B,$6.23 B,$6.11 B,$6.59 B,$7.99 B,$8.32 B,$7.83 B,$6.96 B,$6.53 B,$5.78 B,$5.61 B,$4.51 B,$3.13 B,$3.31 B,$2.02 B,$1.08 B,$0.75 B,,,,
regions-financial,,$155.22 B,$162.93 B,$147.38 B,$126.24 B,$125.68 B,$124.29 B,$125.96 B,$126.05 B,$119.67 B,$117.39 B,$121.34 B,$127.05 B,$132.35 B,$142.31 B,$146.24 B,$141.04 B,$143.36 B,$84.78 B,$84.10 B,$48.59 B,$47.93 B,$45.38 B
grasim-industries,$41.07 B,$38.16 B,$36.36 B,$32.41 B,$33.01 B,$31.92 B,$9.68 B,$8.98 B,$8.64 B,$7.97 B,$8.11 B,$7.18 B,$7.17 B,$6.19 B,$4.78 B,$5.22 B,$3.70 B,$2.73 B,$2.61 B,,,,
kubota,,$36.15 B,$32.79 B,$30.92 B,$28.83 B,$26.24 B,$25.33 B,$22.86 B,$20.63 B,$20.45 B,$18.49 B,$17.95 B,$16.31 B,$15.06 B,$14.00 B,$14.62 B,$12.73 B,$12.00 B,$11.15 B,$10.61 B,$9.48 B,$8.99 B,$10.36 B
zte,,$26.23 B,$26.48 B,$23.09 B,$20.21 B,$18.80 B,$22.12 B,$20.39 B,$18.65 B,$17.15 B,$16.53 B,$17.23 B,$16.76 B,$12.72 B,$10.00 B,$7.46 B,$5.37 B,$3.32 B,$2.69 B,$2.52 B,$1.90 B,$1.49 B,$1.09 B
booz-allen-hamilton,$6.55 B,$6.02 B,$5.49 B,$4.79 B,$3.83 B,$3.60 B,$3.37 B,$3.01 B,$2.87 B,$2.94 B,$3.17 B,$3.31 B,$3.02 B,$3.06 B,$3.18 B,,,,,,,,
george-weston,,$36.18 B,$36.94 B,$37.70 B,$36.60 B,$32.16 B,$30.60 B,$28.24 B,$27.25 B,$31.94 B,$23.13 B,$21.92 B,$20.88 B,$20.86 B,$19.14 B,$16.17 B,$18.43 B,$15.97 B,$15.95 B,$14.90 B,$13.36 B,$12.25 B,$11.96 B
formosa-plastics,,$16.68 B,$19.65 B,$17.07 B,$16.52 B,$16.41 B,$16.05 B,$14.04 B,$13.23 B,$14.05 B,$13.62 B,$12.40 B,$11.83 B,$12.23 B,$10.36 B,$8.96 B,$11.20 B,$9.38 B,,,,,
bollore,,$61.29 B,$65.26 B,$71.17 B,$65.16 B,$63.41 B,$67.64 B,$23.63 B,$25.80 B,$23.15 B,$25.54 B,$21.13 B,$11.81 B,$11.31 B,$10.03 B,$8.98 B,$10.89 B,$10.22 B,$9.00 B,$6.64 B,,,
omnicom,,$27.00 B,$28.42 B,$27.64 B,$26.78 B,$24.61 B,$24.93 B,$23.16 B,$22.11 B,$21.55 B,$22.09 B,$22.15 B,$20.50 B,$19.56 B,$17.92 B,$17.31 B,$19.27 B,$18.16 B,$15.91 B,$16.00 B,$14.49 B,$11.81 B,$10.61 B
jacobs-engineering,,$14.66 B,$14.63 B,$12.35 B,$11.46 B,$12.66 B,$7.38 B,$7.36 B,$7.78 B,$8.45 B,$7.27 B,$6.83 B,$6.04 B,$4.68 B,$4.42 B,$4.27 B,$3.38 B,$2.85 B,$2.35 B,$2.07 B,$1.67 B,$1.67 B,$1.55 B
sompo-holdings,$108.55 B,$112.99 B,$118.93 B,$110.86 B,$108.27 B,$112.38 B,$106.74 B,$90.65 B,$85.43 B,$92.33 B,$97.34 B,$107.31 B,$108.02 B,,,,,,,,,,
china-longyuan-power-group,,$32.31 B,$29.70 B,$26.77 B,$22.30 B,$21.20 B,$22.25 B,$19.91 B,$20.59 B,$19.73 B,$17.99 B,$16.99 B,$14.04 B,$10.46 B,$9.41 B,$4.98 B,$3.25 B,$1.97 B,,,,,
cincinnati-financial,,$29.73 B,$31.38 B,$27.54 B,$25.40 B,$21.93 B,$21.84 B,$20.38 B,$18.88 B,$18.75 B,$17.66 B,$16.54 B,$15.66 B,$15.09 B,$14.44 B,$13.36 B,$16.63 B,$17.22 B,$16.00 B,$16.10 B,$15.50 B,$14.05 B,$13.95 B
wuxi-biologics,,$7.18 B,$6.91 B,$4.44 B,$2.51 B,$1.36 B,$0.74 B,$0.28 B,$0.20 B,$0.10 B,,,,,,,,,,,,,
nomura-research-institute,$6.29 B,$6.47 B,$5.95 B,$4.88 B,$5.51 B,$6.13 B,$5.62 B,$5.53 B,$4.94 B,$4.55 B,$4.58 B,$4.86 B,$4.57 B,$3.88 B,$3.58 B,$3.62 B,$3.15 B,$2.64 B,$2.96 B,,,,
best-buy,$15.80 B,$17.50 B,$19.06 B,$15.59 B,$12.90 B,$13.04 B,$13.85 B,$13.51 B,$15.25 B,$14.01 B,,$16.07 B,$17.84 B,$18.30 B,$15.82 B,$12.75 B,$13.57 B,$11.86 B,$10.29 B,$8.65 B,$7.66 B,$7.37 B,$4.83 B
erie-indemnity,,$2.23 B,$2.24 B,$2.11 B,$2.01 B,$1.77 B,$1.66 B,$1.54 B,$1.40 B,$17.75 B,$16.67 B,$15.44 B,$14.34 B,$14.34 B,$2.66 B,$2.61 B,$2.87 B,$3.03 B,$3.10 B,$2.97 B,$2.75 B,$2.35 B,$1.93 B
watsco,,$3.48 B,$3.08 B,$2.49 B,$2.55 B,$2.16 B,$2.04 B,$1.87 B,$1.78 B,$1.79 B,$1.66 B,$1.68 B,$1.26 B,$1.23 B,$1.16 B,$0.71 B,$0.74 B,$0.71 B,$0.67 B,$0.60 B,$0.53 B,$0.50 B,$0.52 B
entegris,,$10.13 B,$3.19 B,$2.91 B,$2.51 B,$2.31 B,$1.97 B,$1.69 B,$1.65 B,$1.76 B,$0.87 B,$0.81 B,$0.72 B,$0.60 B,$0.50 B,$0.59 B,$1.03 B,$1.15 B,$1.18 B,$0.46 B,$0.41 B,$0.39 B,$0.39 B
jeronimo-martins,,$12.68 B,$11.74 B,$11.59 B,$10.92 B,$7.61 B,$7.73 B,$5.98 B,$5.83 B,$6.29 B,$7.04 B,$6.47 B,$5.80 B,$5.53 B,$5.47 B,$5.20 B,$4.56 B,$3.44 B,$2.80 B,$3.02 B,$2.65 B,,
symrise,,$8.33 B,$7.52 B,$7.30 B,$6.67 B,$5.62 B,$5.61 B,$5.00 B,$4.57 B,$4.86 B,$3.05 B,$2.84 B,$2.71 B,$2.73 B,$2.71 B,$2.64 B,$2.61 B,$2.38 B,$2.11 B,,,,
vinfast-auto,,$4.81 B,$3.74 B,$4.02 B,,,,,,,,,,,,,,,,,,,
ptt-exploration-and-production,,$25.25 B,$23.51 B,$22.58 B,$22.33 B,$19.52 B,$19.71 B,$18.92 B,$19.69 B,$23.36 B,$21.57 B,$20.11 B,$14.18 B,$11.45 B,$9.13 B,$6.98 B,$6.38 B,$4.47 B,$3.49 B,$2.89 B,,,
first-solar,,$8.25 B,$7.41 B,$7.10 B,$7.51 B,$7.12 B,$6.86 B,$6.86 B,$7.31 B,$6.72 B,$6.88 B,$6.34 B,$5.77 B,$4.38 B,$3.34 B,$2.11 B,$1.37 B,$0.57 B,$0.10 B,$41.76 M,,$14.37 M,$9.63 M
air-china,,$42.77 B,$46.83 B,$43.55 B,$42.12 B,$35.43 B,$36.23 B,$32.27 B,$32.97 B,$33.85 B,$33.93 B,$29.78 B,$27.57 B,$23.47 B,$15.54 B,$14.51 B,$12.10 B,$11.16 B,$8.55 B,$8.20 B,$6.38 B,$6.62 B,
dynatrace,$2.76 B,$2.54 B,$2.25 B,$2.04 B,$1.81 B,$1.89 B,,,,,,,,,,,,,,,,,
continental,,$40.61 B,$40.58 B,$48.75 B,$47.68 B,$46.26 B,$44.94 B,$38.08 B,$35.90 B,$36.77 B,$37.03 B,$36.16 B,$33.74 B,$32.44 B,$33.02 B,$34.51 B,$40.49 B,$14.34 B,$12.46 B,$13.15 B,,,
sodexo,$22.73 B,$20.97 B,$22.40 B,$20.68 B,$19.19 B,$17.82 B,$17.69 B,$15.79 B,$16.23 B,$19.00 B,$16.65 B,$16.00 B,$16.46 B,$14.91 B,$14.92 B,$14.44 B,$11.86 B,$10.64 B,$9.80 B,$9.30 B,$9.69 B,$9.19 B,$9.32 B
polyus,,$9.93 B,$8.01 B,$7.29 B,$8.32 B,$6.02 B,$6.44 B,$5.66 B,$5.11 B,$5.00 B,,,,,,,,,,,,,
dassault-aviation,,$24.13 B,$18.36 B,$16.86 B,$17.21 B,$19.50 B,$18.31 B,$14.40 B,$13.34 B,$12.07 B,$13.90 B,$13.73 B,$13.18 B,$14.60 B,$15.78 B,$13.66 B,$13.98 B,$11.14 B,$9.25 B,$8.68 B,$7.91 B,$7.18 B,
erste-group-bank,,$346.85 B,$348.16 B,$341.19 B,$275.23 B,$270.88 B,$264.90 B,$219.20 B,$218.39 B,$238.72 B,$276.03 B,$282.83 B,$272.16 B,$273.92 B,$288.99 B,$281.61 B,$292.77 B,$240.19 B,$180.42 B,$189.65 B,$161.87 B,$130.51 B,
moncler,,$4.96 B,$4.83 B,$3.39 B,$2.87 B,$1.85 B,$1.65 B,$1.21 B,$1.10 B,$1.12 B,$1.14 B,$1.10 B,$1.07 B,$1.03 B,,,,,,,,,
magna-international,,$27.78 B,$29.08 B,$28.60 B,$25.79 B,$25.94 B,$25.39 B,$22.56 B,$19.70 B,$18.13 B,$17.99 B,$17.10 B,$14.67 B,$13.89 B,$12.30 B,$13.18 B,$15.34 B,$13.15 B,$12.32 B,$11.60 B,$9.81 B,$10.14 B,$7.90 B
heidelbergcement,,$35.61 B,$38.17 B,$39.77 B,$43.22 B,$40.93 B,$41.48 B,$39.11 B,$31.02 B,$34.21 B,$37.10 B,$37.04 B,$37.61 B,$36.41 B,$36.54 B,$36.75 B,$42.75 B,$16.28 B,$14.10 B,$14.53 B,$13.71 B,$11.99 B,
tourmaline-oil,,$13.96 B,$11.99 B,$10.03 B,$8.56 B,$7.87 B,$8.09 B,$6.96 B,$5.50 B,$5.70 B,$4.41 B,$3.60 B,$2.65 B,$1.78 B,$0.95 B,,,,,,,,
telenor,,$24.49 B,$25.64 B,$30.07 B,$28.23 B,$21.96 B,$24.59 B,$23.90 B,$23.33 B,$26.12 B,$29.81 B,$30.37 B,$27.85 B,$29.42 B,$28.72 B,$26.88 B,$29.59 B,$23.84 B,$18.41 B,$14.62 B,$12.94 B,$12.89 B,$9.28 B
avery-dennison,,$7.95 B,$7.97 B,$6.09 B,$5.48 B,$5.17 B,$5.13 B,$4.39 B,$4.13 B,$4.41 B,$4.61 B,$5.10 B,$4.97 B,$5.09 B,$5.00 B,$6.03 B,$6.24 B,$4.29 B,$4.20 B,$4.39 B,$4.10 B,$3.65 B,$2.81 B
hyundai-mobis,,$43.94 B,$43.26 B,$44.63 B,$40.30 B,$38.58 B,$39.15 B,$34.60 B,$32.13 B,$35.70 B,$32.65 B,$28.94 B,$19.47 B,$15.30 B,$12.33 B,$8.41 B,$9.12 B,,,,,,
alfa-laval,,$7.81 B,$7.11 B,$7.43 B,$6.89 B,$6.46 B,$6.42 B,$5.87 B,$6.17 B,$7.19 B,$5.44 B,$5.39 B,$5.01 B,$4.02 B,$3.70 B,$3.70 B,$3.60 B,$2.74 B,$2.03 B,$2.12 B,$2.03 B,$1.77 B,
pidilite,$1.28 B,$1.25 B,$1.20 B,$0.86 B,$0.85 B,$0.79 B,$0.73 B,$0.58 B,$0.53 B,$0.48 B,$0.47 B,$0.46 B,$0.45 B,$0.41 B,$0.33 B,$0.49 B,$0.20 B,$0.14 B,$0.13 B,,,,
china-merchants-securities,,$88.68 B,$93.72 B,$76.61 B,$54.65 B,$44.33 B,$43.90 B,$35.00 B,$45.00 B,$31.23 B,$13.74 B,$12.11 B,$10.95 B,$14.42 B,$14.12 B,$6.99 B,$11.15 B,$2.53 B,$0.99 B,$0.69 B,,,
idex,,$5.51 B,$4.91 B,$4.41 B,$3.81 B,$3.47 B,$3.39 B,$3.15 B,$2.80 B,$2.90 B,$2.88 B,$2.78 B,$2.83 B,$2.39 B,$2.09 B,$2.17 B,$1.98 B,$1.67 B,$1.24 B,$1.18 B,$0.96 B,$0.93 B,$0.83 B
