Company,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
ups,,$7.59 B,$10.59 B,$6.31 B,$5.74 B,$5.03 B,$4.06 B,$4.56 B,$4.72 B,$3.28 B,$5.24 B,$7.92 B,$4.27 B,$4.08 B,$2.10 B,$1.04 B,$2.60 B,$1.98 B,$3.04 B,$5.19 B,$3.95 B,$3.01 B,$1.61 B
morgan-stanley,,,$86.83 B,$67.45 B,$49.65 B,$51.84 B,$46.16 B,$43.38 B,$85.35 B,$87.39 B,$98.54 B,$77.34 B,$76.25 B,$66.49 B,$55.70 B,$137.74 B,$87.20 B,$50.17 B,$29.41 B,$32.81 B,$29.69 B,$29.21 B,$26.59 B
conocophillips,,$9.24 B,$6.59 B,$7.85 B,$10.22 B,$7.62 B,$10.09 B,$3.66 B,$2.36 B,$5.06 B,$6.51 B,$3.61 B,$6.36 B,$11.51 B,$0.54 B,$0.75 B,$1.45 B,$0.81 B,$2.21 B,$1.38 B,$0.49 B,$0.30 B,$0.14 B
caterpillar,,$7.00 B,$9.25 B,$9.35 B,$8.28 B,$7.85 B,$8.26 B,$7.16 B,$6.46 B,$7.34 B,$6.08 B,$5.49 B,$3.05 B,$3.59 B,$4.86 B,$2.73 B,$1.12 B,$0.53 B,$1.10 B,$0.44 B,$0.34 B,$0.30 B,$0.40 B
sp-global,,$1.28 B,$6.50 B,$4.12 B,$2.88 B,$1.95 B,$2.77 B,$2.39 B,$1.48 B,$2.49 B,$1.56 B,$0.76 B,$0.94 B,$1.54 B,$1.23 B,$0.47 B,$0.39 B,$0.35 B,$0.74 B,$0.68 B,$0.69 B,$58.18 M,$53.53 M
general-electric,,$23.41 B,$28.06 B,$43.94 B,$84.90 B,$68.90 B,$81.99 B,$92.40 B,$102.50 B,$138.10 B,$132.50 B,$125.70 B,$131.87 B,$122.89 B,$124.20 B,$89.63 B,$61.17 B,$62.10 B,$62.15 B,$150.86 B,$133.38 B,$125.77 B,$110.09 B
honeywell,,$10.11 B,$11.52 B,$15.22 B,$10.41 B,$10.91 B,$10.81 B,$7.84 B,$5.45 B,$6.95 B,$6.42 B,$4.63 B,$4.18 B,$3.10 B,$2.80 B,$2.06 B,$1.82 B,$1.22 B,$1.23 B,$3.58 B,$2.95 B,$2.02 B,$1.39 B
royal-bank-of-canada,,$132.57 B,$156.25 B,$118.11 B,$49.10 B,$50.84 B,$47.61 B,$31.92 B,$26.88 B,$23.06 B,$23.79 B,$22.88 B,$25.58 B,$22.18 B,$16.03 B,$25.82 B,$17.01 B,$13.28 B,$8.66 B,$8.16 B,$13.32 B,$15.92 B,$13.09 B
uber,,$4.31 B,$4.29 B,$6.82 B,$11.31 B,$6.40 B,$4.39 B,,,,,,,,,,,,,,,,
inditex,$10.94 B,$10.47 B,$9.18 B,$8.93 B,$7.80 B,$7.94 B,$6.58 B,$5.74 B,$4.54 B,$5.50 B,$5.56 B,$4.55 B,$4.66 B,$3.37 B,$1.87 B,$2.17 B,$1.18 B,$1.20 B,$1.00 B,,,,
anheuser-busch-inbev,,$9.99 B,$12.39 B,$15.56 B,$7.33 B,$7.16 B,$11.77 B,$14.23 B,$6.97 B,$8.65 B,$9.96 B,$13.87 B,$5.42 B,$5.15 B,$3.74 B,$3.20 B,$2.19 B,$1.12 B,$0.93 B,$1.32 B,$0.56 B,$0.25 B,
applied-materials,,$2.58 B,$5.45 B,$5.73 B,$3.61 B,$4.03 B,$7.27 B,$3.74 B,$4.96 B,$3.16 B,$1.89 B,$1.93 B,$6.24 B,$2.58 B,$2.21 B,$2.10 B,$2.36 B,$1.89 B,$5.93 B,$6.57 B,$5.49 B,$4.92 B,$4.84 B
american-express,,$34.00 B,$21.52 B,$32.82 B,$23.84 B,$27.38 B,$32.87 B,$25.09 B,$22.76 B,$22.28 B,$19.48 B,$22.25 B,$24.89 B,$16.70 B,$15.54 B,$20.54 B,$11.73 B,$7.95 B,$7.12 B,$9.90 B,$5.72 B,$10.28 B,$7.22 B
nextera-energy,,$1.60 B,$0.63 B,$1.10 B,$0.60 B,$0.63 B,$1.71 B,$1.29 B,$0.57 B,$0.57 B,$0.43 B,$0.32 B,$0.37 B,$0.30 B,$0.23 B,$0.53 B,$0.29 B,$0.62 B,$0.53 B,$0.22 B,$0.12 B,$0.26 B,$82 M
att,,$3.70 B,$21.16 B,$9.74 B,$12.13 B,$5.20 B,$50.49 B,$5.78 B,$5.12 B,$8.60 B,$3.33 B,$4.86 B,$3.18 B,$1.43 B,$3.80 B,$1.79 B,$1.97 B,$2.41 B,$1.22 B,$0.85 B,$5.18 B,$3.56 B,$0.70 B
deutsche-telekom,,$6.01 B,$6.80 B,$15.92 B,$6.07 B,$4.22 B,$3.98 B,$8.17 B,$10.60 B,$9.42 B,$11.16 B,$5.45 B,$7.93 B,$6.89 B,$0.20 B,$4.26 B,$3.33 B,$3.81 B,$5.87 B,$11.04 B,$11.68 B,$2.49 B,$3.85 B
airbus,,$19.15 B,$18.34 B,$20.12 B,$13.53 B,$14.27 B,$17.40 B,$13.36 B,$10.81 B,$13.33 B,$14.93 B,$15.34 B,$14.86 B,$16.69 B,$19.17 B,$18.63 B,$13.35 B,$11.48 B,$11.31 B,$12.45 B,$9.91 B,$6.67 B,
unilever,,$5.91 B,$5.09 B,$7.74 B,$5.70 B,$4.69 B,$4.90 B,$4.19 B,$2.88 B,$3.43 B,$4.20 B,$3.56 B,$4.92 B,$3.08 B,$3.78 B,$4.46 B,$1.91 B,$1.73 B,$2.20 B,$3.53 B,$2.98 B,$3.12 B,$2.47 B
lowes-companies,$1.73 B,$1.40 B,$5.19 B,$0.87 B,$0.72 B,$0.69 B,$0.65 B,$0.71 B,$0.59 B,$0.57 B,$0.66 B,$1.30 B,$1.12 B,$1.05 B,$0.66 B,$0.53 B,$0.79 B,$0.87 B,$0.81 B,$1.62 B,$1.12 B,$0.85 B,$0.46 B
commonwealth-bank,,$82.78 B,$66.51 B,$19.64 B,$17.68 B,$23.91 B,$25.68 B,$19.63 B,$24.54 B,$26.14 B,$18.83 B,$24.05 B,$18.30 B,$14.26 B,$17.90 B,$10.62 B,$10.03 B,$7.75 B,$1.33 B,$7.12 B,$6.42 B,$7.43 B,$4.17 B
raytheon-technologies,,$6.22 B,$7.83 B,$8.80 B,$7.37 B,$6.15 B,$8.98 B,$7.15 B,$7.07 B,$5.23 B,$4.61 B,$4.81 B,$5.96 B,$4.08 B,$4.44 B,$4.32 B,$2.90 B,$2.54 B,$2.24 B,$2.26 B,$1.62 B,$2.08 B,$1.55 B
sanofi,,$13.63 B,$11.43 B,$17.11 B,$10.56 B,$7.92 B,$12.38 B,$10.81 B,$10.00 B,$8.92 B,$11.40 B,$8.44 B,$5.34 B,$8.59 B,$6.72 B,$6.47 B,$2.50 B,$1.66 B,$1.84 B,$3.37 B,$4.24 B,$3.32 B,$4.61 B
rio-tinto,,$8.93 B,$15.35 B,$13.23 B,$10.69 B,$13.46 B,$11.63 B,$8.56 B,$9.58 B,$12.84 B,$10.92 B,$7.61 B,$10.25 B,$9.94 B,$4.23 B,$1.44 B,$2.68 B,$1.30 B,$2.91 B,$0.62 B,$0.62 B,$0.63 B,$0.69 B
charles-schwab,,,,,,,,,,,,,,,,,,,,,,,
goldman-sachs,,$242.00 B,$261.03 B,$155.84 B,$133.54 B,$130.54 B,$110.05 B,$121.71 B,$75.10 B,$57.60 B,$61.13 B,$72.66 B,$56.00 B,$39.78 B,$38.29 B,$15.74 B,$11.88 B,$6.29 B,$10.26 B,$4.36 B,$7.08 B,$4.82 B,$6.90 B
booking-holdings,,$12.39 B,$11.15 B,$11.06 B,$7.31 B,$6.28 B,$7.40 B,$4.29 B,$2.64 B,$4.29 B,$6.75 B,$5.18 B,$2.65 B,$1.66 B,$0.80 B,$0.46 B,$0.50 B,$0.43 B,$0.15 B,$0.22 B,$0.24 B,$0.13 B,$0.14 B
elevance-health,,$7.38 B,$31.14 B,$29.17 B,$24.62 B,$20.64 B,$21.00 B,$21.25 B,$19.05 B,$19.63 B,$18.63 B,$19.41 B,$2.20 B,$1.78 B,$4.81 B,$4.83 B,$6.49 B,$5.05 B,$19.52 B,$15.04 B,$7.37 B,$6.64 B,$4.47 B
lockheed-martin,,$2.54 B,$3.60 B,$3.16 B,$1.51 B,$0.77 B,$2.86 B,$1.83 B,$1.09 B,$1.44 B,$2.61 B,$1.89 B,$3.58 B,$2.77 B,$2.39 B,$2.22 B,$2.98 B,$2.29 B,$2.67 B,$1.45 B,$1.25 B,$2.73 B,$0.91 B
blackrock,,$7.41 B,$9.32 B,$8.66 B,$4.82 B,$6.48 B,$7.03 B,$6.17 B,$6.23 B,$6.00 B,$4.55 B,$4.90 B,$3.56 B,$3.46 B,$4.70 B,$2.03 B,$1.65 B,$3.25 B,$0.78 B,$0.68 B,$0.55 B,$0.46 B,$0.32 B
prologis,,$0.27 B,$0.55 B,$0.59 B,$1.08 B,$0.34 B,$0.44 B,$0.80 B,$0.26 B,$0.35 B,$0.49 B,$0.10 B,$0.17 B,$0.19 B,$0.18 B,$0.22 B,$0.57 B,$0.44 B,$0.23 B,$0.10 B,$0.12 B,$89.33 M,$73.07 M
stryker-corporation,,$1.92 B,$3.01 B,$3.02 B,$4.42 B,$3.69 B,$2.79 B,$3.38 B,$4.07 B,$5.00 B,$3.98 B,$4.28 B,$3.41 B,$4.38 B,$2.95 B,$2.19 B,$2.41 B,$1.41 B,$1.05 B,$0.34 B,$65.9 M,$37.8 M,$50.1 M
starbucks,$3.95 B,$3.18 B,$6.61 B,$4.63 B,$2.75 B,$8.93 B,$2.69 B,$2.26 B,$1.61 B,$1.84 B,$3.23 B,$2.03 B,$2.05 B,$1.44 B,$0.66 B,$0.32 B,$0.43 B,$0.45 B,$0.30 B,$0.65 B,$0.35 B,$0.40 B,$0.22 B
intuitive-surgical,,$6.74 B,$8.61 B,$6.86 B,$5.84 B,$4.83 B,$3.84 B,$4.83 B,$3.34 B,$2.49 B,$1.40 B,$2.92 B,$2.17 B,$1.60 B,$1.17 B,$0.45 B,$0.42 B,$0.23 B,$0.12 B,$0.13 B,$0.11 B,$50.83 M,$66.66 M
sony,$14.41 B,$20.97 B,$42.51 B,$31.10 B,$25.17 B,$25.98 B,$17.99 B,$17.17 B,$15.71 B,$18.26 B,$16.16 B,$19.01 B,$19.97 B,$18.93 B,$11.39 B,$15.16 B,$10.98 B,$10.52 B,$11.58 B,$10.81 B,$8.07 B,$6.35 B,$5.55 B
nippon-telegraph-and-telephone,$6.70 B,$7.56 B,$8.86 B,$9.86 B,$9.58 B,$7.63 B,$8.84 B,$9.97 B,$7.37 B,$9.94 B,$10.76 B,$16.01 B,$19.27 B,$13.82 B,$10.84 B,$11.85 B,$7.69 B,$12.52 B,$15.40 B,$13.63 B,$10.93 B,$9.88 B,$7.29 B
mitsubishi-ufj-financial,,$907.73 B,$933.59 B,$725.09 B,$668.56 B,$702.77 B,$568.33 B,$437.48 B,$339.27 B,$235.10 B,$124.42 B,$112.62 B,$131.41 B,$85.77 B,$70.59 B,$107.92 B,$78.65 B,$108.93 B,$81.83 B,$63.47 B,$70.22 B,$46.32 B,$56.86 B
toronto-dominion-bank,,$107.17 B,$133.96 B,$127.61 B,$23.12 B,$27.03 B,$43.00 B,$42.99 B,$35.07 B,$41.58 B,$30.95 B,$25.14 B,$24.26 B,$21.32 B,$19.96 B,$14.89 B,$17.46 B,$9.61 B,$11.35 B,$7.39 B,$5.86 B,$4.88 B,$4.43 B
medtronic,$7.95 B,$10.57 B,$10.81 B,$10.94 B,$9.84 B,$11.22 B,$13.70 B,$12.63 B,$19.48 B,$14.24 B,$11.07 B,$2.59 B,$2.42 B,$3.77 B,$1.67 B,$1.61 B,$3.07 B,$6.10 B,$3.39 B,$1.92 B,$1.49 B,$0.53 B,$1.23 B
schneider-electric,,$4.26 B,$2.97 B,$8.50 B,$4.04 B,$2.73 B,$3.69 B,$2.97 B,$3.32 B,$3.27 B,$7.67 B,$5.11 B,$3.72 B,$4.55 B,$5.14 B,$2.41 B,$1.97 B,$3.46 B,$1.63 B,$1.44 B,$3.88 B,$3.46 B,$0.62 B
deere-company,,$5.50 B,$8.74 B,$7.70 B,$4.43 B,$4.39 B,$9.78 B,$4.78 B,$4.59 B,$5.00 B,$5.12 B,$6.12 B,$4.43 B,$4.01 B,$4.84 B,$3.18 B,$3.90 B,$3.50 B,$4.70 B,$3.42 B,$4.61 B,$3.00 B,$1.20 B
allianz,,$558.15 B,$734.03 B,$787.43 B,$685.19 B,$615.29 B,$645.28 B,$554.48 B,$550.20 B,$583.50 B,$556.86 B,$523.40 B,$446.30 B,$435.03 B,$408.51 B,$350.97 B,$437.06 B,$411.01 B,,,,,
bristol-myers-squibb,,$9.12 B,$13.97 B,$14.54 B,$12.34 B,$8.88 B,$6.81 B,$4.23 B,$2.38 B,$5.57 B,$3.58 B,$1.65 B,$8.73 B,$7.30 B,$8.51 B,$8.26 B,$2.22 B,$4.01 B,$5.79 B,$7.47 B,$5.45 B,$3.98 B,$5.65 B
tjx-companies,$5.47 B,$6.22 B,$10.46 B,$3.21 B,$3.03 B,$3.26 B,$3.47 B,$2.44 B,$2.77 B,$2.44 B,$2.04 B,$1.60 B,$1.81 B,$1.74 B,$0.45 B,$0.73 B,$0.85 B,$0.46 B,$0.30 B,$0.24 B,$0.49 B,$0.49 B,$0.13 B
bp,,$29.77 B,$30.96 B,$29.52 B,$22.64 B,$22.69 B,$25.71 B,$23.52 B,$26.60 B,$30.09 B,$22.98 B,$19.86 B,$14.35 B,$24.44 B,$13.30 B,$8.36 B,$3.56 B,$2.59 B,$2.96 B,$6.86 B,$2.13 B,$1.07 B,$1.24 B
keyence,$7.06 B,$8.23 B,$8.43 B,$8.73 B,$7.77 B,$7.59 B,,,$5.33 B,$4.68 B,,$4.55 B,$3.95 B,$3.00 B,$2.33 B,$1.79 B,$1.42 B,$1.40 B,$1.55 B,,,,
catl,,$27.98 B,$14.19 B,$10.99 B,$4.81 B,$4.03 B,$2.16 B,$0.35 B,$0.19 B,$9.62 M,,,,,,,,,,,,,
air-liquide,,$1.88 B,$2.37 B,$2.20 B,$1.14 B,$1.97 B,$1.98 B,$1.60 B,$1.05 B,$1.10 B,$1.29 B,$1.52 B,$2.34 B,$2.09 B,$2.06 B,$1.76 B,$1.06 B,$1.18 B,$0.70 B,$1.06 B,$0.55 B,,
mondelez,,$1.92 B,$3.54 B,$3.61 B,$1.29 B,$1.10 B,$0.76 B,$1.74 B,$1.87 B,$1.63 B,$2.66 B,$4.47 B,$1.97 B,$2.48 B,$2.10 B,$1.24 B,$0.56 B,$0.23 B,$0.31 B,$0.28 B,$0.51 B,$0.21 B,$0.16 B
american-tower,,$2.02 B,$1.94 B,$1.74 B,$1.50 B,$1.20 B,$0.80 B,$0.79 B,$0.32 B,$0.31 B,$0.31 B,$0.37 B,$0.35 B,$0.93 B,$0.25 B,$0.14 B,$40.34 M,$0.30 B,$0.11 B,$0.21 B,$0.10 B,$0.12 B,$35.95 M
gilead-sciences,,$7.63 B,$7.82 B,$7.91 B,$25.84 B,$31.51 B,$36.69 B,$32.38 B,$26.20 B,$11.72 B,$2.57 B,$2.58 B,$9.90 B,$2.09 B,$1.65 B,$1.79 B,$1.17 B,$0.93 B,$2.32 B,$1.25 B,$0.70 B,$0.94 B,$0.58 B
marsh-and-mclennan-companies,,$1.44 B,$1.75 B,$2.08 B,$1.15 B,$1.06 B,$1.20 B,$1.02 B,$1.37 B,$1.95 B,$2.30 B,$2.30 B,$2.11 B,$1.89 B,$1.77 B,$1.68 B,$2.13 B,$2.08 B,$2.02 B,$1.39 B,$0.66 B,$0.54 B,$0.53 B
cvs-health,,$15.72 B,$12.52 B,$10.85 B,$8.05 B,$6.58 B,$1.80 B,$3.45 B,$2.54 B,$2.51 B,$4.17 B,$1.38 B,$1.41 B,$1.43 B,$1.09 B,$1.35 B,$1.08 B,$0.53 B,$0.51 B,$0.39 B,$0.84 B,$0.70 B,$0.23 B
petrobras,,$10.76 B,$11.11 B,$12.37 B,$8.26 B,$14.98 B,$24.40 B,$21.98 B,$25.83 B,$25.97 B,$19.75 B,$23.95 B,$52.55 B,$33.24 B,$16.24 B,$6.62 B,$7.25 B,$13.03 B,$10.32 B,$7.24 B,$9.61 B,$3.30 B,$7.36 B
automatic-data-processing,$2.08 B,$1.43 B,$2.57 B,$1.90 B,$1.94 B,$2.17 B,$2.78 B,$3.21 B,$1.66 B,$4.01 B,$1.72 B,$1.57 B,$1.42 B,$1.67 B,$2.29 B,$1.58 B,$1.81 B,$2.26 B,$1.67 B,$1.12 B,$2.00 B,$1.47 B,$1.79 B
progressive,,$49.51 B,$44.81 B,$42.02 B,$34.90 B,$29.90 B,$23.07 B,$19.81 B,$17.50 B,$15.69 B,$14.81 B,$13.76 B,$1.55 B,$1.24 B,$1.07 B,$1.15 B,$0.38 B,$0.58 B,$0.77 B,$1.39 B,$0.66 B,$0.58 B,$0.23 B
cm-bank,,,$132.86 B,$134.41 B,$141.07 B,$132.84 B,$131.77 B,$44.10 B,$40.97 B,$31.53 B,$31.97 B,$61.63 B,$30.93 B,$13.28 B,$16.29 B,$16.42 B,$7.79 B,$8.37 B,$10.48 B,$8.50 B,$8.16 B,$6.52 B,$3.88 B
citigroup,,$342.02 B,$262.03 B,$309.61 B,$193.91 B,$188.10 B,$180.51 B,$160.49 B,$133.09 B,$160.19 B,$198.89 B,$138.58 B,$184.48 B,$190.40 B,$192.88 B,$199.58 B,$107.57 B,$69.03 B,$55.27 B,$47.44 B,$40.92 B,$33.70 B,$37.73 B
palo-alto-networks,$2.39 B,$3.63 B,$2.90 B,$3.74 B,$2.80 B,$3.40 B,$1.37 B,$1.28 B,$0.78 B,$0.77 B,$0.41 B,$0.32 B,$40.51 M,$18.83 M,,,,,,,,,
aia,,$137.30 B,$166.07 B,$170.72 B,$142.79 B,$114.93 B,$107.75 B,$91.73 B,$82.93 B,$79.57 B,$66.99 B,$2.94 B,$4.30 B,$2.59 B,$3.40 B,,,,,,,,
lam-research,$5.37 B,$3.65 B,$5.72 B,$6.71 B,$5.43 B,$4.94 B,$6.04 B,$6.82 B,$4.07 B,$3.06 B,$2.49 B,$2.86 B,$2.12 B,$0.82 B,$0.57 B,$1.05 B,$0.67 B,$1.05 B,$0.80 B,$0.42 B,$0.50 B,$0.87 B,$0.86 B
shopify,,$5.05 B,$7.76 B,$6.38 B,$2.45 B,$1.96 B,$0.93 B,$0.39 B,$0.19 B,$59.66 M,$83.52 M,,,,,,,,,,,,
china-life-insurance,,$270.51 B,$233.78 B,$195.06 B,$159.21 B,$133.97 B,$132.08 B,$120.03 B,$130.62 B,$105.71 B,$84.74 B,$91.90 B,$95.53 B,$74.01 B,$5.29 B,$38.50 B,$3.47 B,$6.43 B,$3.47 B,$3.29 B,$5.15 B,$1.75 B,$N/A
analog-devices,,$1.47 B,$1.97 B,$1.05 B,$0.64 B,$0.81 B,$1.04 B,$4.05 B,$3.02 B,$2.86 B,$4.68 B,$3.90 B,$3.59 B,$2.68 B,$1.81 B,$1.30 B,$1.08 B,$2.12 B,$2.70 B,$2.68 B,$2.11 B,$2.89 B,$2.79 B
ubs,,$169.44 B,$194.79 B,$160.26 B,$108.94 B,$112.57 B,$108.43 B,$117.68 B,$106.98 B,$121.46 B,$124.52 B,$105.16 B,$72.33 B,$50.45 B,$63.03 B,$87.03 B,$62.06 B,$36.33 B,$196.28 B,$200.95 B,$162.51 B,$137.28 B,$137.63 B
regeneron-pharmaceuticals,,$14.33 B,$12.53 B,$6.72 B,$6.47 B,$4.56 B,$2.89 B,$1.90 B,$1.67 B,$1.36 B,$1.08 B,$0.58 B,$0.52 B,$0.62 B,$0.34 B,$0.47 B,$0.76 B,$0.45 B,$0.29 B,$0.29 B,$0.29 B,$0.26 B,$0.38 B
eaton,,$0.55 B,$0.56 B,$1.10 B,$0.59 B,$0.44 B,$1.09 B,$0.74 B,$0.44 B,$1.02 B,$1.70 B,$1.10 B,$1.08 B,$1.17 B,$0.77 B,$0.53 B,$0.64 B,$0.78 B,$0.33 B,$0.29 B,$0.86 B,$0.42 B,$0.31 B
ping-an-insurance,,$108.23 B,$98.94 B,$91.57 B,$75.79 B,$79.75 B,$215.79 B,$173.44 B,$164.79 B,$135.65 B,$100.38 B,$119.43 B,$88.64 B,$51.71 B,$51.04 B,$38.89 B,$34.61 B,$12.77 B,$9.97 B,$11.53 B,$10.38 B,,
chubb,,$2.01 B,$1.65 B,$1.74 B,$1.53 B,$82.73 B,$83.22 B,$84.10 B,$55.80 B,$52.37 B,$51.59 B,$50.14 B,$2.91 B,$2.75 B,$0.66 B,$0.86 B,$3.14 B,$3.02 B,$3.56 B,$3.73 B,$3.48 B,$2.54 B,$2.46 B
vertex-pharmaceuticals,,$10.77 B,$7.52 B,$6.65 B,$3.80 B,$3.16 B,$2.08 B,$1.43 B,$1.04 B,$1.38 B,$1.46 B,$1.32 B,$0.96 B,$1.03 B,$1.28 B,$0.83 B,$0.46 B,$0.70 B,$0.36 B,$0.39 B,$0.58 B,$0.63 B,$0.74 B
equinor,,$45.45 B,$33.27 B,$18.62 B,$12.60 B,$14.59 B,$12.83 B,$13.30 B,$18.48 B,$19.13 B,$20.47 B,$14.34 B,$10.13 B,$8.15 B,$5.47 B,$2.67 B,$3.36 B,$1.34 B,$2.05 B,$2.75 B,$2.50 B,$1.72 B,$0.71 B
essilor-luxottica,,$2.09 B,$3.72 B,$10.92 B,$5.98 B,$2.10 B,$0.58 B,$0.54 B,$0.50 B,$0.76 B,$1.09 B,$0.88 B,$0.53 B,$0.52 B,$0.65 B,$0.82 B,$1.10 B,$0.87 B,$0.78 B,$0.92 B,$0.77 B,$0.27 B,$0.10 B
airbnb,,$9.62 B,$8.32 B,$6.39 B,$3.07 B,$3.32 B,,,,,,,,,,,,,,,,,
kohlberg-kravis-roberts,,$12.82 B,$10.09 B,$5.36 B,$2.34 B,$1.75 B,$1.87 B,$2.50 B,$2.51 B,$2.29 B,$1.74 B,$1.81 B,$1.77 B,$1.43 B,$0.82 B,$1.16 B,,,,,,,
csl,$1.54 B,$10.43 B,$1.35 B,$0.82 B,$0.46 B,$0.60 B,$0.64 B,$0.41 B,$0.42 B,$0.57 B,$0.69 B,$1.21 B,$0.56 B,$0.71 B,$1.64 B,$0.64 B,$0.35 B,$0.41 B,$0.36 B,$52.7 M,$36.89 M,$39.23 M,$39.35 M
sinopec,,$21.54 B,$35.76 B,$30.17 B,$20.02 B,$28.02 B,$33.23 B,$20.52 B,$10.57 B,$1.63 B,$2.49 B,$1.74 B,$4.04 B,$3.11 B,$1.56 B,$1.13 B,$1.14 B,$1.11 B,$1.82 B,$2.21 B,$2.10 B,$2.26 B,$2.76 B
icici-bank,,$28.16 B,$24.71 B,$21.18 B,$17.04 B,$18.08 B,$16.35 B,$14.23 B,$7.83 B,$8.28 B,$9.32 B,$8.32 B,$8.82 B,$10.52 B,$6.90 B,$12.08 B,$9.93 B,$4.10 B,$3.57 B,$2.28 B,$0.92 B,$1.09 B,$0.58 B
zoetis,,$3.57 B,$3.48 B,$3.60 B,$1.93 B,$1.70 B,$1.56 B,$0.72 B,$1.15 B,$0.88 B,$0.61 B,$0.31 B,$79 M,$63 M,,,,,,,,,
micron-technology,$9.59 B,$9.33 B,$8.63 B,$8.14 B,$7.95 B,$6.80 B,$5.42 B,$4.39 B,$3.52 B,$4.53 B,$3.10 B,$2.55 B,$2.16 B,$2.91 B,$1.48 B,$1.36 B,$2.61 B,$3.07 B,$1.29 B,$1.23 B,$0.92 B,$0.98 B,$1.67 B
blackstone-group,,,,,,,,,,,,,$15.88 B,$12.56 B,$4.60 B,$4.24 B,$1.03 B,$31.67 B,$20.28 B,,,,
porsche,,$11.48 B,$12.32 B,$9.67 B,$7.09 B,$5.75 B,,,,,,,,,,,,,,,,,
al-rajhi-bank,,,$17.81 B,$20.39 B,$19.14 B,$19.82 B,$15.86 B,$18.41 B,$14.51 B,$13.56 B,$12.37 B,$66.12 B,$5.44 B,$5.19 B,$6.08 B,$9.03 B,$3.54 B,$2.85 B,,,,,
synopsys,,$1.56 B,$1.58 B,$1.23 B,$0.72 B,$0.72 B,$1.04 B,$1.11 B,$0.96 B,$0.98 B,$1.02 B,$0.70 B,$1.00 B,$0.93 B,$1.16 B,$0.95 B,$0.98 B,$0.57 B,$0.58 B,$0.57 B,$0.69 B,$0.41 B,$0.47 B
china-shenhua-energy,,$24.72 B,$25.56 B,$19.54 B,$12.15 B,$15.21 B,$12.48 B,$7.31 B,$7.38 B,$7.09 B,$7.72 B,$10.00 B,$11.13 B,$11.47 B,$10.80 B,$8.80 B,$7.33 B,$1.98 B,$2.46 B,$0.88 B,,,
boston-scientific,,$0.92 B,$1.92 B,$1.73 B,$0.21 B,$0.14 B,$0.18 B,$0.19 B,$0.31 B,$0.58 B,$0.21 B,$0.20 B,$0.26 B,$0.21 B,$0.86 B,$1.64 B,$1.45 B,$1.66 B,$0.84 B,$1.64 B,$0.67 B,$0.27 B,$0.18 B
mercadolibre,,$3.03 B,$2.79 B,$3.09 B,$2.98 B,$0.90 B,$0.59 B,$0.48 B,$0.36 B,$0.37 B,$0.21 B,$0.19 B,$0.14 B,$62.17 M,$64.38 M,$49.11 M,$67.97 M,$13.46 M,$12.39 M,,,,
byd,,$10.45 B,$8.79 B,$2.21 B,$1.81 B,$1.89 B,$1.52 B,$1.10 B,$1.02 B,$0.71 B,$0.88 B,$0.59 B,$0.64 B,$0.30 B,$0.34 B,$0.25 B,$0.75 B,$0.21 B,$90.96 M,$85.45 M,$62.71 M,$0.14 B,
cnooc,,$30.38 B,$25.45 B,$19.54 B,$23.62 B,$22.31 B,$15.72 B,$12.02 B,$15.69 B,$14.82 B,$15.14 B,$21.44 B,$11.39 B,$11.11 B,$7.62 B,$7.73 B,$4.53 B,$4.60 B,$4.34 B,$3.40 B,$2.71 B,$1.73 B,$1.84 B
diageo,$2.25 B,$3.07 B,$3.97 B,$4.18 B,$1.34 B,$1.20 B,$1.65 B,$2.13 B,$0.81 B,$1.26 B,$2.79 B,$1.75 B,$2.68 B,$2.48 B,$1.66 B,$1.63 B,$1.94 B,$1.42 B,$1.40 B,$2.12 B,$2.04 B,$2.00 B,$2.30 B
fiserv,,$0.90 B,$0.83 B,$0.90 B,$0.89 B,$0.41 B,$0.32 B,$0.30 B,$0.27 B,$0.29 B,$0.40 B,$0.35 B,$0.33 B,$0.56 B,$0.36 B,$0.23 B,$0.29 B,$0.18 B,$0.18 B,$0.51 B,$0.20 B,$0.22 B,$2.02 B
iberdrola,,$5.34 B,$5.13 B,$4.65 B,$2.78 B,$3.59 B,$4.12 B,$1.86 B,$1.67 B,$2.76 B,$2.69 B,$4.28 B,$9.02 B,$12.00 B,$8.43 B,$3.86 B,$1.91 B,$1.31 B,$1.01 B,$0.16 B,$0.20 B,$0.13 B,
southern-company,,$1.91 B,$1.79 B,$1.06 B,$1.97 B,$1.39 B,$2.13 B,$1.97 B,$1.40 B,$0.71 B,$0.65 B,$0.62 B,$1.31 B,$0.44 B,$0.69 B,$0.41 B,$0.20 B,$0.16 B,$0.20 B,$0.37 B,$0.31 B,$0.27 B,$0.37 B
compagnie-financiere-richemont,$19.99 B,$18.42 B,$15.74 B,$9.73 B,$10.76 B,$16.57 B,$8.47 B,$8.85 B,$9.21 B,$8.56 B,$6.60 B,$5.39 B,$4.98 B,$3.52 B,$2.71 B,$3.41 B,$2.53 B,$1.97 B,$1.82 B,$0.22 B,$0.16 B,$0.24 B,
