Company,2023 (TTM),2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
intercontinental-hotels-group,N/A,$2.78,$2.39,$1.49,$1.13,$1.40,$2.30,$3.91,$3.64,$2.75,,,,,,,,,,,,,
ssc-technologies,$2.49,$2.56,$3.12,$2.44,$1.74,$0.46,$1.60,$0.64,$0.26,$0.79,$0.73,$0.29,$0.33,$0.24,$0.15,$0.05408,$0.008842,,,,,,
brookfield-asset-management,$1.62,$3.97,,,,,,,,,,,,,,,,,,,,,
rea-group,$2.00,$1.84,$0.59,$0.56,$1.42,$1.20,$1.43,$1.22,$1.07,$0.76,$0.68,$0.57,$0.33,$0.005966,$0.17,$0.10,$0.05348,$0.04696,$0.01673,-$0.01094,-$0.04246,-$0.06182,
indusind-bank,$1.30,$1.10,$0.76,$0.43,$0.94,$0.94,$0.88,$0.68,$0.60,$0.53,$0.42,$0.39,,,,,,,,,,,
marathon-oil,$2.72,$5.21,$1.24,-$1.84,$0.59,$1.31,-$6.73,-$2.61,-$3.26,$4.47,$2.48,$2.25,$4.22,$3.61,$2.06,$4.98,$5.73,$7.32,$4.25,$2.31,$2.13,$0.83,$0.54
poste-italiane,$1.37,$1.23,$1.41,$1.07,$1.15,$1.27,$0.59,$0.86,$0.73,,,,,,,,,,,,,,
tencent-music,$0.42,$0.34,$0.28,$0.31,$0.35,$0.17,,,,,,,,,,,,,,,,,
china-resources-beer,$0.22,$0.09966,$0.05726,$0.04362,$0.05534,$0.03168,-$0.24,-$0.008284,$0.09348,$0.19,$0.15,$0.28,$0.14,$0.11,$0.25,$0.14,$0.12,$0.08268,$0.08274,$0.07990,,,
graco,$3.11,$2.72,$2.60,$1.96,$2.06,$2.03,$1.51,$0.25,$1.99,$1.25,$1.15,$0.82,$0.79,$0.57,$0.27,$0.67,$0.79,$0.74,$0.61,$0.52,$0.42,$0.35,$0.31
dominos-pizza,$14.53,$13.71,$6.07,$4.42,$3.51,$2.94,$2.58,$1.99,$1.80,$1.50,$1.39,$0.93,$0.61,$1.68,$1.62,$0.86,,,,,,,
magellan-midstream-partners,$5.02,$4.95,$4.47,$3.61,$4.46,$5.84,$3.81,$3.52,$3.60,$3.69,$2.57,$1.92,$1.84,$1.43,$1.11,$1.32,$0.49,$1.12,$1.02,$2.02,$1.37,$2.04,$0.47
poolcorp,$13.93,$18.83,$16.20,$9.15,$6.57,$5.80,$4.68,$3.54,$2.97,$2.49,$2.09,$1.75,$1.49,$1.18,$0.39,$1.19,$1.43,$1.83,$1.53,$1.21,$0.91,$0.76,$0.62
amcor,$0.71,$0.72,$0.62,$0.49,$0.32,,,,,,,,,,,,,,,,,,
bharat-electronics,$0.05673,$0.04776,$0.04838,$0.03256,$0.02661,,,,,,,,,,,,,,,,,,
sumitomo-realty-and-development,$2.52,$2.46,$2.67,$3.10,$2.78,$2.10,$2.32,$2.03,$1.65,$1.28,$1.53,$1.66,$1.21,$1.23,$1.34,,,,,,,,
logitech,$2.39,$2.63,$4.54,$5.55,$1.66,$1.51,$1.21,$1.21,$0.66,$0.79,$0.17,-$0.85,$0.28,$0.85,$0.04000,$1.13,$1.25,$1.24,$0.95,$0.83,$0.66,$0.51,$0.36
fox-corporation,$2.05,$2.73,$2.46,$2.54,$2.87,$2.48,,,,,,,,,,,,,,,,,
wp-carey,$3.58,$3.00,$2.24,$2.60,$1.79,$3.34,$2.56,$2.49,$1.62,$2.48,$1.43,$1.30,$3.44,$1.84,$1.74,$1.99,$2.07,$2.30,$1.29,$1.76,$1.72,$1.31,$1.04
coles-group,$0.54,$0.57,$0.50,$0.76,,,,,,,,,,,,,,,,,,,
citizens-financial-group,$4.04,$4.11,$5.18,$2.23,$3.82,$3.54,$3.27,$1.98,$1.55,$1.56,-$6.12,,,,,,,,,,,,
rpm-international,$3.98,$4.13,$3.52,$3.31,$2.56,$1.84,$2.64,$1.61,$2.56,$2.20,$1.57,$1.17,$1.52,$1.31,$1.07,$0.25,$1.81,-$0.26,$0.95,$1.06,$0.38,$1.01,$0.77
mgm-resorts,$1.05,$3.42,$2.49,-$2.03,$3.99,$0.80,$3.44,$1.94,-$0.73,-$0.30,-$0.33,-$3.61,$6.37,-$3.19,-$2.93,-$3.06,$5.52,$2.28,$1.56,$1.47,$0.82,$0.92,$0.53
equity-lifestyle-properties,$1.58,$1.53,$1.43,$1.25,$1.54,$1.19,$1.10,$0.96,$0.77,$0.72,$0.64,$0.33,$0.18,$0.32,$0.31,$0.19,$0.33,$0.18,-$0.02500,$0.04500,$0.28,$0.37,$0.36
nordson,$8.76,$8.91,$7.83,$4.33,$5.87,$6.50,$5.13,$4.77,$3.49,$3.88,$3.45,$3.50,$3.28,$2.49,-$2.39,$1.74,$1.35,$1.36,$1.10,$0.88,$0.62,$0.32,$0.38
shimano,$8.65,$10.44,$11.19,$6.46,$5.14,$5.27,$3.69,$5.14,$6.82,$5.06,$3.81,$3.63,$2.70,$2.34,$1.04,,,,,,,,
toshiba,$1.24,$2.84,$3.72,$1.47,-$2.20,$28.84,-$8.77,-$10.03,-$12.25,$2.74,$1.48,$3.32,$3.04,$2.47,-$7.32,-$5.21,,,,,,,
omv,$5.10,$11.60,$7.45,$4.86,$5.74,$5.17,$1.46,-$1.29,-$3.72,$1.26,$4.60,$5.46,$4.81,$4.02,$2.74,$7.12,,,,,,,
manhattan-associates,$2.67,$2.05,$1.75,$1.36,$1.32,$1.59,$1.68,$1.73,$1.40,$1.09,$0.88,$0.66,$0.55,$0.33,$0.19,$0.23,$0.30,$0.18,$0.16,$0.18,$0.18,$0.22,$0.15
sumitomo-mitsui-trust,$3.24,$3.47,$3.76,$3.44,$4.72,$3.95,$2.66,$4.07,$3.48,$3.66,$3.62,$3.29,$3.39,$4.89,-$6.36,,,,,,,,
nio,-$1.80,-$1.30,-$1.04,-$0.70,-$1.60,-$7.98,,,,,,,,,,,,,,,,,
insulet,$1.72,$0.07000,$0.23,$0.11,$0.18,$0.06000,-$0.46,-$0.51,-$1.30,-$0.93,-$0.83,-$1.08,-$0.98,-$1.54,-$2.43,-$3.44,-$25.95,-$72.15,-$32.47,,,,
pan-pacific,$0.83,$0.86,$0.74,$0.81,$0.75,$0.59,$0.50,$0.40,$0.31,$0.32,$0.36,$0.39,$0.35,$0.24,$0.24,,,,,,,,
uipath,-$0.32,-$0.67,-$1.48,,,,,,,,,,,,,,,,,,,,
vat-group,$11.07,$7.93,$4.84,$2.58,$4.61,$3.96,$2.39,$0.34,,,,,,,,,,,,,,,
united-airlines,$8.73,$2.25,-$6.07,-$24.89,$11.78,$7.81,$7.16,$6.94,$19.54,$3.04,$1.56,-$2.19,$2.53,$2.44,-$4.33,-$42.31,$3.33,$196.74,-$182.29,-$15.28,-$27.97,-$53.46,-$38.48
tryg,$0.79,$0.49,$0.99,$1.46,$1.10,$0.71,$1.09,$1.04,$0.79,$1.19,$1.09,$0.99,$0.55,$0.26,$0.94,,,,,,,,
amec,$0.31,$0.28,$0.27,$0.14,$0.05264,$0.02117,,,,,,,,,,,,,,,,,
molson-coors,$1.17,-$0.81,$4.64,-$4.38,$1.12,$5.17,$6.56,$9.24,$1.94,$2.77,$3.08,$2.44,$3.65,$3.80,$3.90,$2.08,$2.74,$1.71,$0.72,$2.64,$2.41,$2.24,$1.66
china-southern-airlines,-$0.25,-$0.28,,,,,,,,,,,,,,,,,,,,,
informa,$0.07019,-$1.00,$0.24,$0.25,$0.51,$0.29,$0.36,-$0.12,-$0.01670,$0.22,$0.18,$0.23,$0.28,$0.23,$0.43,$0.29,$0.03640,$0.45,,,,,
interglobe-aviation,$1.21,-$0.98,-$1.97,-$1.92,$0.47,$0.75,$0.95,,,,,,,,,,,,,,,,
uni-president-enterprises,$0.11,$0.10,$0.13,$0.13,$0.11,$0.10,$0.23,$0.07978,$0.07813,$0.06550,$0.07735,$0.05881,$0.05593,$0.06116,,,,,,,,,
sekisui-house,$1.86,$2.13,$2.02,$1.56,$2.17,$1.71,$1.61,$1.30,$1.25,$1.20,$1.09,$0.59,$0.78,-$0.07440,,,,,,,,,
cp-all,$0.04684,$0.03981,$0.04059,$0.05345,$0.07752,$0.06891,$0.06422,$0.05258,$0.04389,$0.03503,$0.03816,$0.04032,$0.02850,$0.02358,$0.01638,,,,,,,,
bank-of-beijing,$0.15,$0.15,$0.16,$0.14,$0.14,$0.14,$0.15,$0.16,$0.15,$0.15,$0.12,$0.11,$0.08997,$0.06502,$0.05301,$0.05083,$0.04159,,,,,,
ecopro,,,,,,,,,,,,,,,,,,,,,,,
rentokil-initial,$0.70,$0.96,$0.68,$1.01,-$0.34,$2.51,$0.57,$0.51,$1.12,$0.17,$0.23,-$0.30,-$0.09957,$0.21,$0.07621,$3.61,$1.33,$1.53,$1.01,$1.42,$0.94,$0.83,
swatch,$16.16,-$1.12,$14.64,$16.41,$14.28,$10.49,$20.31,$25.79,$39.91,$32.40,$25.05,$21.69,$13.99,$15.11,$16.34,$12.22,$8.16,$7.74,$6.81,$9.53,$9.53,,
new-oriental,$1.70,-$1.40,-$4.50,$2.41,$2.55,$1.46,$1.81,$1.55,$1.36,$1.27,$1.21,$0.77,$0.86,$0.55,$0.48,$0.42,$0.28,,,,,,
kpn,$0.37,$0.35,$0.16,$0.17,$0.06864,$0.09604,$0.18,$0.15,-$0.18,-$0.09667,$0.44,$0.83,$0.93,$1.16,$0.65,$1.26,$0.63,$0.47,$0.59,$0.85,-$2.60,-$3.88,
subaru,$2.33,$1.56,$0.76,$1.43,$1.62,$2.22,$2.65,$3.69,$4.35,$2.51,$3.20,$0.87,$0.47,$0.87,-$0.93,,,,,,,,
akzonobel,$2.58,$2.12,$5.22,$3.85,$2.88,$33.22,$4.21,$4.83,$4.93,$3.33,$4.43,-$12.64,$3.29,$3.66,$2.00,-$6.65,$55.31,$5.75,$4.61,$4.71,$2.81,$3.50,$2.78
eicher-motors,$1.43,$1.20,$0.79,$0.56,$0.84,$1.13,$1.11,$0.84,$0.67,$8.88,$0.25,$0.23,,,,,,,,,,,
crcc,$0.26,$0.26,$0.25,$0.22,$0.20,$0.19,$0.17,$0.15,$0.16,$0.15,$0.14,$0.11,$0.09999,$0.05052,$0.07766,$0.04751,,,,,,,
xp-inc,$1.29,$1.25,$1.19,$0.70,$0.49,,,,,,,,,,,,,,,,,,
hindalco-industries,$0.46,$0.66,$0.72,$0.14,$0.27,,,,,,,,,,,,,,,,,,
carlyle-group,$1.13,$3.40,$8.37,$0.98,$3.07,$0.92,$2.62,$0.07000,-$0.09000,$1.38,$2.20,$2.52,$4.46,,,,,,,,,,
rheinmetall,$5.38,$7.65,-$0.24,$8.70,$8.23,$6.14,$5.10,$4.29,$0.56,$1.10,$5.92,$7.51,$5.96,-$2.27,,,,,,,,,
localiza,$0.25,$0.43,$0.50,$0.26,$0.28,$0.25,$0.23,$0.17,$0.16,$0.25,$0.26,$0.19,$0.25,$0.21,$0.09702,,,,,,,,
suzano,$3.44,$3.47,$1.32,-$1.51,-$0.50,$0.11,$0.52,$0.74,-$0.20,-$0.07695,-$0.03789,-$0.13,$0.07970,$1.24,$1.46,,,,,,,,
industrivarden,$6.74,-$3.60,$6.92,$2.77,$7.41,-$2.08,$4.10,$4.39,$0.77,$2.02,$4.87,$4.39,-$6.10,$5.61,$7.38,,,,,,,,
bunzl,$1.72,$1.79,$1.76,$1.37,$1.25,$1.27,$1.00,$1.05,$0.99,$1.05,$0.97,$0.59,$0.76,$0.75,$0.65,$0.79,$0.74,$0.63,$1.00,N/A,N/A,$0.41,
cimb,$0.13,$0.12,$0.10,$0.02843,$0.11,$0.15,$0.12,$0.09997,$0.08286,$0.11,$0.19,$0.19,,,,,,,,,,,
chow-tai-fook,$0.08573,$0.07755,$0.03740,$0.05835,$0.05211,$0.03938,$0.03792,$0.07041,$0.09372,$0.07098,$0.08823,$0.05075,,,,,,,,,,,
henderson-land,$0.35,$0.27,$0.45,$0.82,$0.81,$0.58,$0.57,$0.45,$0.43,$0.56,$0.49,$0.48,$0.44,$0.50,$0.34,$0.49,$0.39,$0.23,$0.07798,,,,
bank-of-baroda,$0.41,$0.28,$0.13,$0.08233,-$0.02181,-$0.11,,,,,,,,,,,,,,,,,
shandong-gold-mining,$0.03206,$0.02975,-$0.006153,$0.06923,$0.04300,$0.03765,$0.04630,$0.05836,$0.03185,$0.04789,$0.06532,$0.12,$0.11,$0.06534,$0.03956,$0.03344,$0.02297,$0.006292,$0.003423,$0.002241,,,
alliant-energy,$2.62,$2.73,$2.63,$2.49,$2.34,$2.18,$1.99,$1.65,$1.67,$1.72,$1.61,$1.45,$1.37,$1.30,$0.50,$1.30,$1.90,$1.35,-$0.03500,$0.64,$0.86,$0.59,$1.12
fortum,-$3.73,-$3.46,$0.95,$2.34,$1.88,$1.12,$1.12,$0.62,$5.21,$4.77,$1.80,$2.09,$2.76,$1.93,$2.07,,,,,,,,
vistra,$3.70,-$3.19,-$2.68,$1.30,$1.84,-$0.25,-$0.59,-$1.91,,,,,,,,,,,,,,,
brookfield-infrastructure-partners,$0.31,$0.14,$1.16,$0.23,$0.03333,$0.39,-$0.02667,$0.75,$0.48,$0.30,-$0.18,$0.20,$0.37,$1.18,-$0.27,$0.32,$0.01998,,,,,,
santander-polska,$10.88,$6.28,$2.68,$2.73,$5.52,$6.31,$6.40,$5.23,$6.02,$5.66,$7.08,$6.31,$4.71,$4.48,$4.24,$3.96,$5.32,$3.58,$2.17,$2.01,$0.47,$0.93,
next-plc,$7.11,$3.06,$6.18,$5.79,$5.90,$5.52,$6.42,$6.46,$6.04,$5.06,$4.43,$3.51,$3.01,$2.22,$3.36,$2.87,$2.27,$2.26,$1.71,$0.86,$0.72,$0.58,
segro,-$1.94,$4.58,$1.69,$1.04,$1.34,$1.33,$0.64,$1.30,$1.37,$0.45,-$0.41,-$0.06080,$0.42,-$0.64,-$6.32,-$0.45,$5.93,$2.36,$1.97,$0.52,$0.39,$0.19,
campbell-soup,$2.88,$2.63,$3.15,$5.86,$0.60,$0.60,$2.87,$2.14,$2.10,$2.82,$1.24,$2.38,$2.43,$2.38,$2.22,$3.08,$2.18,$1.89,$1.90,$1.63,$1.57,$1.25,$1.50
resona-holdings,$0.49,$0.32,$0.57,$0.59,$0.56,$0.67,$0.89,$0.70,$0.48,$0.94,$0.87,$1.56,$0.44,$1.12,$1.25,,,,,,,,
nyk-line,$10.52,$18.25,$13.66,$1.21,-$0.30,-$0.09050,-$0.41,-$4.49,$0.67,$0.60,$0.88,-$1.25,-$0.26,$1.85,-$2.25,,,,,,,,
carrefour,$1.54,$0.98,$1.59,-$0.82,-$0.84,$1.06,$1.48,$2.15,$2.51,$2.43,$0.73,$0.85,$0.57,$2.59,$3.90,$3.48,$3.04,$3.47,$2.85,$2.12,$1.85,,
jde-peets,$1.73,$0.98,$0.96,$1.09,$0.77,,,,,,,,,,,,,,,,,,
ck-infrastructure,$0.39,$0.38,$0.38,$0.54,$0.53,$0.52,$0.49,$0.57,$1.68,$0.62,$0.51,$0.44,$0.29,$0.32,$0.25,$0.27,$0.21,$0.34,$0.20,$0.19,$0.19,$0.19,
corebridge-financial,$3.22,$11.98,$11.40,,,,,,,,,,,,,,,,,,,,
amundi,$7.64,$5.53,$5.32,$4.85,$4.25,$3.58,$3.30,$3.47,$3.62,$3.74,,,,,,,,,,,,,
rec-india,$0.58,$0.49,$0.50,$0.35,$0.31,,,,,,,,,,,,,,,,,,
jm-smucker,-$0.15,$5.34,$6.99,$7.72,$4.91,$11.79,$4.95,$6.14,$3.37,$5.44,$5.29,$4.32,$4.05,$4.26,$3.51,$3.16,$3.08,$2.48,$2.30,$2.34,$2.19,$1.60,$1.29
fidelity-national-financial,$1.90,$4.66,$8.50,$4.94,$3.88,$2.30,$2.48,$1.91,$1.56,$2.11,$1.76,$2.74,$1.67,$1.64,$0.97,-$0.86,$0.60,$2.40,$5.54,,,,
hong-kong-and-china-gas,$0.03603,$0.03450,$0.04154,$0.04794,$0.06370,$0.05646,$0.05075,$0.05047,$0.04912,$0.04735,$0.05331,$0.04243,$0.03844,$0.03622,$0.02919,$0.06239,$0.03954,$0.03537,$0.02168,$0.02010,$0.0001986,$0.01964,
esun-bank,$0.04059,$0.03461,$0.04864,$0.04134,$0.04301,$0.03757,$0.03350,$0.02972,$0.02841,$0.02698,$0.02476,$0.02094,$0.01145,$0.01288,,,,,,,,,
albertsons,$2.44,$1.76,$1.90,$0.93,$0.68,-$0.54,-$0.91,-$2.18,,,,,,,,,,,,,,,
nice,$4.80,$4.17,$3.16,$3.13,$2.99,$2.60,$2.36,$1.97,$4.34,$1.74,$0.91,$1.12,$0.91,$0.78,$0.70,$0.65,$0.69,$0.46,$1.10,$0.70,$0.22,-$1.23,-$1.80
host-hotels-and-resorts,$1.07,$0.89,-$0.03000,-$1.03,$1.26,$1.46,$0.75,$1.02,$0.74,$0.98,$0.43,$0.08000,-$0.02000,-$0.21,-$0.45,$0.75,$1.34,$1.49,$0.37,-$0.11,,,
international-paper,$0.74,$4.11,$4.50,$1.22,$3.09,$4.91,$5.20,$2.20,$2.24,$1.32,$3.15,$1.82,$3.16,$1.61,$1.56,-$3.05,$3.14,$2.22,$2.26,-$0.07000,$0.63,-$1.83,-$2.50
news-corp,$0.27,$0.52,$0.84,-$1.46,-$0.31,-$2.25,-$0.77,-$0.64,-$0.20,$0.45,-$1.07,-$1.52,,,,,,,,,,,
franklin-resources,$1.72,$1.96,$3.80,$1.56,$2.51,$3.04,$1.17,$2.97,$3.13,$3.75,$3.53,$3.07,$2.88,$2.35,$1.64,$1.70,$2.52,$1.80,$1.50,$1.04,$0.75,$0.55,$0.59
china-steel,-$0.006693,$0.03948,$0.14,$0.002317,$0.01842,$0.05234,$0.03625,$0.03254,$0.01563,$0.04763,$0.03474,$0.01296,$0.04418,$0.08219,,,,,,,,,
gold-fields,N/A,-$0.32,$0.01961,-$0.40,$4.20,$1.22,$0.23,$0.60,$0.26,$0.57,$0.62,-$0.31,-$0.05000,$0.47,$0.74,-$0.21,,,,,,,
owens-corning,$13.07,$12.78,$9.61,-$3.51,$3.71,$4.94,$2.58,$3.44,$2.82,$1.92,$1.73,-$0.16,$2.26,$7.39,$0.51,-$6.43,$0.75,$3.43,-$74.08,$3.68,$2.08,$59.03,$0.72
lundbergforetagen,$2.97,$0.50,$5.19,$1.80,$5.16,$1.67,$3.15,$5.86,$2.11,$1.85,$1.85,$1.99,$3.49,$1.42,$0.86,,,,,,,,
unity-software,-$2.84,-$2.95,-$1.89,-$1.50,,,,,,,,,,,,,,,,,,,
shinkin-central-bank,$17.90,$33.28,$45.25,$43.29,$58.05,$56.88,$51.00,$54.25,$72.90,$113.95,$76.29,$82.84,$60.75,$93.94,,,,,,,,,
bb-seguridade-participacoes,$0.70,$0.59,$0.36,$0.36,$0.83,$0.47,$0.63,$0.60,$0.59,$0.72,$0.70,N/A,,,,,,,,,,,
biomerieux,$5.75,$4.21,$2.59,$2.49,$2.42,$4.78,$1.02,$1.39,$1.91,$1.50,$1.73,$1.79,$1.79,$1.53,$1.21,$1.18,$0.90,,,,,,
brenntag,$5.15,$6.03,$3.39,$3.49,$3.39,$3.49,$2.68,$2.57,$2.61,$2.86,$2.93,$2.83,$2.48,$1.24,$0.01628,,,,,,,,
huaxia-bank,$0.22,$0.21,$0.21,$0.18,$0.20,$0.23,$0.22,$0.23,$0.24,$0.23,$0.20,$0.16,$0.12,$0.09484,$0.05900,$0.05458,$0.03553,$0.02340,$0.01532,$0.01204,,,
nibe-industrier,$0.24,$0.21,$0.19,$0.16,$0.11,$0.12,$0.10,$0.08476,$0.07976,$0.07375,$0.07152,$0.06219,$0.06078,$0.05017,$0.04816,,,,,,,,
bandai-namco,$0.81,$1.31,$0.81,$0.80,$0.88,$0.92,$0.52,$0.66,$0.50,$0.37,$0.52,$0.58,$0.28,-$0.20,-$0.14,,,,,,,,
applovin,$0.05000,-$0.53,$0.09109,-$0.39,,,,,,,,,,,,,,,,,,,
nomura-holdings,$0.32,$0.30,-$0.13,$0.85,$0.71,$0.19,$0.66,$0.42,$0.53,$0.51,$0.64,$0.15,-$0.0007781,$0.11,-$0.89,-$3.54,$0.53,$1.20,$0.90,$0.70,$0.37,,
paris-airports,-$2.83,-$14.53,$6.67,$7.05,$6.93,$4.63,$4.76,$4.95,$4.21,$4.52,$4.55,$4.03,$3.91,$3.86,$4.76,$2.17,$2.49,$2.29,,,,,
enel-americas,$0.007840,$0.007660,$0.01084,,,,,,,,,,,,,,,,,,,,
abu-dhabi-national-oil-company-adnoc,,,,,,,,,,,,,,,,,,,,,,,
twilio,-$6.62,-$6.87,-$5.44,-$3.31,-$2.33,-$1.25,-$0.69,-$0.80,-$0.56,,,,,,,,,,,,,,
kepco,$1.78,-$0.90,$0.68,$1.15,$1.71,$0.99,$1.35,$1.83,$0.28,-$1.33,-$1.44,-$3.78,-$1.53,$1.51,$2.11,,,,,,,,
adevinta,-$1.53,-$1.53,-$0.12,-$0.12,$0.10,,,,,,,,,,,,,,,,,,
aecom,$0.97,$2.40,$1.45,-$1.25,-$1.72,$0.49,$2.57,$1.07,-$0.23,$1.04,$2.62,-$0.63,$2.29,$2.15,$1.76,$1.55,$1.25,$1.63,$1.82,,,,
godrej,$0.21,$0.20,$0.24,$0.21,$0.31,$0.29,$0.21,$0.15,$0.15,$0.14,$0.14,$0.12,,,,,,,,,,,
taiwan-cooperative-financial,$0.04554,$0.04539,$0.04976,$0.03881,$0.03755,$0.03514,$0.03234,$0.02905,$0.02828,$0.02698,$0.02285,$0.02231,$0.0007996,,,,,,,,,,
williams-sonoma,$14.64,$16.79,$13.71,$6.94,$4.38,$3.32,$3.55,$3.37,$3.46,$3.15,$2.85,$2.43,$2.16,$1.64,$0.0000000000,$1.31,$1.71,$1.82,$1.80,$1.54,$1.16,$0.38,$0.28
hyatt,$4.58,$4.20,-$2.16,-$6.94,$7.38,$6.67,$2.02,$1.56,$0.87,$2.26,$1.31,$0.53,$0.67,$0.38,-$0.27,,,,,,,,
kimco-realty,$0.71,$0.15,$1.59,$2.26,$0.80,$1.02,$0.87,$0.80,$2.01,$0.89,$0.43,$0.42,$0.27,$0.22,-$0.11,$0.79,$1.69,$1.75,$1.55,$1.17,$0.98,$0.99,$0.97
aspentech,-$1.66,-$0.14,$1.99,$4.45,$3.74,$2.44,$3.58,$1.73,$1.56,$1.18,$0.73,$0.09000,$0.31,-$0.89,-$0.36,$0.66,$0.26,$0.22,-$1.12,-$2.11,$0.13,-$6.37,-$1.47
udr-apartments,$1.37,$0.25,$0.49,$0.20,$0.62,$0.74,$0.44,$1.09,$1.28,$0.60,$0.17,$0.90,$0.04000,-$0.68,-$0.64,$5.17,$1.41,$0.85,$1.03,$0.56,$0.22,$0.24,$0.28
ternium-argentina,$0.12,$0.15,$0.31,$0.05065,$0.05012,$0.13,$0.11,$0.05373,$0.04174,$0.06510,$0.08132,$0.02690,,,,,,,,,,,
hotai-motor,-$0.61,-$1.09,$1.04,$0.86,$0.69,$0.60,$0.60,$0.60,$0.55,$0.55,$0.47,$0.46,$0.40,$0.28,,,,,,,,,
keycorp,$1.24,$1.94,$2.66,$1.27,$1.62,$1.72,$1.14,$0.82,$1.08,$1.04,$0.98,$0.88,$0.87,$0.44,-$2.59,-$3.38,$2.34,$2.61,$2.76,$2.32,$2.13,$2.28,$0.31
link-reit,$0.41,$0.07124,-$1.02,$1.18,$2.69,$0.99,$0.90,$1.48,$0.94,$1.16,$0.53,$0.86,$0.69,$0.03549,$0.29,$0.25,$0.12,,,,,,
tata-power,$0.13,$0.12,$0.06609,$0.03914,$0.03295,$0.19,$0.04300,$0.03776,$0.03374,-$0.02116,-$0.01689,-$0.08406,,,,,,,,,,,
solvay,$13.16,$19.25,$10.61,-$10.36,$1.42,$9.90,$11.79,$6.56,$5.36,$0.86,$4.03,$8.30,$4.05,$27.66,$8.39,,,,,,,,
transunion,-$1.28,$1.40,$7.25,$1.80,$1.85,$1.50,$2.42,$0.66,$0.03288,-$0.08451,,,,,,,,,,,,,
gaming-and-leisure-properties,$2.74,$2.70,$2.27,$2.30,$1.81,$1.58,$1.81,$1.56,$1.12,$1.65,$0.20,,,,,,,,,,,,
avangrid,$1.38,$2.28,$2.07,$1.88,$2.26,$1.92,$1.23,$2.04,$1.07,$7.49,-$0.76,$2.05,$1.96,$1.52,$1.92,$1.92,$1.79,-$2.67,$1.38,$6.06,$1.63,$3.09,$4.21
campari,$0.22,$0.23,$0.24,$0.16,$0.27,$0.30,$0.36,$0.12,$0.14,$0.11,$0.13,$0.13,,,,,,,,,,,
koc-holding,$1.67,$1.56,$0.60,$0.52,$0.30,$0.45,$0.53,$0.44,$0.49,$0.48,$0.53,$0.51,$0.49,$0.45,$0.37,,,,,,,,
lg-electronics,$1.65,$4.81,$10.06,$0.15,$6.17,$8.99,$0.35,$0.58,$2.02,$0.93,$0.49,-$2.48,$6.46,$12.10,$2.15,$8.08,$3.79,$10.26,,,,,
zomato,-$0.01153,-$0.01812,-$0.01935,,,,,,,,,,,,,,,,,,,,
incyte,$1.90,$1.54,$4.29,-$1.39,$2.08,$0.52,-$1.56,$0.56,$0.02000,-$0.30,-$0.54,-$0.36,-$1.48,-$0.26,-$2.06,-$1.98,-$1.03,-$0.89,-$1.23,-$2.21,-$2.34,-$2.03,-$2.77
tenaga-nasional,$0.47,$0.55,$0.62,$0.61,$0.77,$0.67,$1.22,$1.20,$1.04,$1.52,$1.29,$1.41,,,,,,,,,,,
cochlear,$3.02,$3.73,-$2.75,$3.37,$3.16,$2.99,$2.47,$1.97,$1.55,$2.13,$1.02,$3.40,$2.32,$1.88,$1.99,$1.57,$1.09,$0.66,$0.45,$0.72,$0.50,$0.39,
abn-amro,$2.86,$2.03,$1.43,-$0.16,$2.31,$2.77,$3.31,$1.76,$1.82,$1.39,,,,,,,,,,,,,
grab,-$0.27,-$0.44,-$0.89,,,,,,,,,,,,,,,,,,,,
bharat-petroleum,$1.57,-$0.13,$1.29,$0.28,$0.57,,,,,,,,,,,,,,,,,,
lkq-corporation,$3.57,$4.14,$3.68,$2.10,$1.75,$1.54,$1.72,$1.49,$1.38,$1.27,$1.03,$0.88,$0.72,$0.60,$0.46,$0.36,$0.29,$0.21,$0.18,$0.13,$0.11,,
bank-negara-indonesia,$0.06070,$0.05817,$0.03607,$0.003216,$0.05075,$0.04888,$0.04797,$0.03998,$0.02919,$0.04253,$0.03966,$0.03554,$0.03144,,,,,,,,,,
zebra-technologies,$9.03,$8.86,$15.66,$9.44,$10.07,$7.86,$0.33,-$2.65,-$2.70,$0.64,$2.65,$2.39,$3.22,$1.78,$0.80,-$0.60,$1.61,$1.01,$1.48,$1.35,$0.74,$0.91,$0.89
affirm,-$3.30,-$2.80,-$3.41,-$0.37,,,,,,,,,,,,,,,,,,,
aes,-$0.85,-$0.82,-$0.61,$0.08000,$0.45,$1.82,-$1.77,-$1.72,$0.44,$1.07,$0.14,-$1.25,$0.06000,$0.02102,$0.99,$1.84,-$0.14,$0.38,$0.85,$0.52,-$0.79,-$7.51,$0.37
china-merchants-shekou-industrial-zone,$0.06415,$0.06578,$0.19,$0.22,$0.29,$0.29,$0.24,$0.18,$0.14,,,,,,,,,,,,,,
trent,$0.17,$0.14,$0.05103,-$0.06005,$0.04349,,,,,,,,,,,,,,,,,,
okta,-$3.69,-$5.78,-$4.68,-$1.93,-$1.64,-$1.13,-$1.44,-$0.96,,,,,,,,,,,,,,,
bdo-unibank,$2.41,$1.94,$1.62,$1.09,$1.62,$1.16,$1.07,$1.20,$1.19,$1.12,$1.17,$0.90,$0.70,$0.59,$0.38,,,,,,,,
