Company,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
siemens,$138.85 B,$109.64 B,$138.73 B,$115.53 B,$106.10 B,$90.24 B,$113.11 B,$99.83 B,$79.46 B,$95.23 B,$115.78 B,$91.63 B,$83.75 B,$107.58 B,$79.78 B,$67.28 B,$145.21 B,$88.36 B,$76.39 B,$75.40 B,$71.22 B,$38.91 B,$71.27 B
dior,$138.23 B,$131.10 B,$149.15 B,$100.87 B,$92.31 B,$68.84 B,$65.33 B,$37.78 B,$30.69 B,$31.08 B,$33.84 B,$30.82 B,$21.17 B,$25.36 B,$18.32 B,$10.03 B,$23.40 B,$19.37 B,$16.16 B,$12.35 B,$7.53 B,,
ups,$133.15 B,$150.35 B,$186.29 B,$145.56 B,$100.32 B,$83.68 B,$102.67 B,$100.04 B,$85.25 B,$100.60 B,$96.98 B,$70.26 B,$70.62 B,$71.92 B,$57.14 B,$54.89 B,$73.61 B,$80.22 B,$82.43 B,$96.22 B,$84.16 B,$70.77 B,$61.02 B
morgan-stanley,$135.04 B,$143.69 B,$173.93 B,$123.98 B,$81.48 B,$67.39 B,$94.86 B,$79.12 B,$61.07 B,$75.69 B,$60.99 B,$37.74 B,$29.16 B,$41.14 B,$40.27 B,$17.23 B,$56.09 B,$85.41 B,$59.77 B,$60.37 B,$62.79 B,$43.49 B,$61.14 B
conocophillips,$133.07 B,$147.03 B,$95.20 B,$42.70 B,$70.54 B,$70.97 B,$65.62 B,$62.12 B,$57.70 B,$85.03 B,$86.61 B,$70.74 B,$96.75 B,$99.94 B,$77.88 B,$77.22 B,$137.88 B,$118.41 B,$80.16 B,$60.32 B,$44.77 B,$32.78 B,$23.02 B
caterpillar,$132.10 B,$124.66 B,$111.83 B,$98.88 B,$81.23 B,$73.13 B,$93.74 B,$54.25 B,$39.57 B,$55.48 B,$57.92 B,$58.69 B,$58.58 B,$59.83 B,$35.60 B,$26.87 B,$45.27 B,$39.60 B,$38.75 B,$33.43 B,$28.53 B,$15.73 B,$17.94 B
sp-global,$131.59 B,$109.12 B,$113.73 B,$79.09 B,$66.62 B,$42.31 B,$43.19 B,$27.86 B,$26.22 B,$24.20 B,$21.19 B,$15.25 B,$13.19 B,$11.20 B,$10.56 B,$7.29 B,$14.12 B,$24.07 B,$19.24 B,$17.37 B,$13.31 B,$11.67 B,$11.94 B
general-electric,$131.24 B,$91.55 B,$103.74 B,$94.60 B,$97.52 B,$65.87 B,$151.32 B,$279.54 B,$292.16 B,$254.14 B,$282.00 B,$218.41 B,$189.08 B,$194.15 B,$161.33 B,$161.27 B,$370.24 B,$382.42 B,$365.34 B,$386.89 B,$312.23 B,$243.33 B,$398.22 B
honeywell,$128.29 B,$144.07 B,$143.54 B,$149.24 B,$125.86 B,$96.39 B,$116.06 B,$88.29 B,$79.82 B,$78.15 B,$71.61 B,$49.68 B,$42.03 B,$41.62 B,$29.95 B,$23.84 B,$45.96 B,$36.21 B,$30.89 B,$30.09 B,$28.82 B,$20.50 B,$27.66 B
royal-bank-of-canada,$129.65 B,$130.01 B,$150.00 B,$116.72 B,$112.49 B,$98.70 B,$118.67 B,$100.11 B,$77.12 B,$99.68 B,$96.64 B,$86.99 B,$73.23 B,$74.53 B,$76.35 B,$39.78 B,$65.13 B,$61.03 B,$50.46 B,$34.46 B,$31.27 B,$24.44 B,$21.95 B
uber,$126.96 B,$49.32 B,$81.34 B,$89.95 B,$51.05 B,,,,,,,,,,,,,,,,,,
inditex,$127.32 B,$83.00 B,$100.61 B,$99.76 B,$109.71 B,$79.60 B,$107.96 B,$106.73 B,$107.86 B,$89.83 B,$103.11 B,$86.96 B,$51.09 B,$46.44 B,$38.73 B,$27.16 B,,,,,,,
anheuser-busch-inbev,$125.20 B,$119.09 B,$104.57 B,$138.23 B,$159.58 B,$129.13 B,$214.98 B,$205.54 B,$200.91 B,$183.45 B,$171.36 B,$139.28 B,$98.41 B,$91.37 B,$83.65 B,$18.79 B,$11.51 B,,,,,,
applied-materials,$123.57 B,$82.20 B,$139.53 B,$78.90 B,$55.87 B,$31.19 B,$54.00 B,$34.74 B,$21.30 B,$30.43 B,$21.30 B,$13.68 B,$13.98 B,$18.58 B,$18.71 B,$13.46 B,$24.55 B,$25.69 B,$28.82 B,$28.71 B,$37.73 B,$21.50 B,$32.84 B
american-express,$122.74 B,$110.40 B,$124.49 B,$97.35 B,$100.83 B,$80.73 B,$86.20 B,$67.80 B,$67.39 B,$95.17 B,$96.53 B,$63.51 B,$54.78 B,$51.37 B,$48.29 B,$21.51 B,$60.23 B,$72.74 B,$63.86 B,$70.40 B,$62.13 B,$46.13 B,$47.50 B
nextera-energy,$122.48 B,$166.12 B,$183.18 B,$151.14 B,$118.41 B,$83.08 B,$73.56 B,$55.90 B,$47.89 B,$47.08 B,$37.24 B,$29.33 B,$25.72 B,$21.88 B,$21.86 B,$20.57 B,$27.60 B,$22.06 B,$16.41 B,$13.91 B,$12.05 B,$10.98 B,$9.91 B
att,$120.97 B,$131.20 B,$175.66 B,$204.94 B,$283.50 B,$207.81 B,$238.68 B,$261.17 B,$211.44 B,$174.22 B,$183.75 B,$188.14 B,$179.20 B,$173.66 B,$165.43 B,$167.95 B,$251.16 B,$223.03 B,$94.94 B,$85.06 B,$86.16 B,$89.94 B,$131.38 B
deutsche-telekom,$121.36 B,$98.88 B,$92.04 B,$87.25 B,$77.41 B,$80.72 B,$82.27 B,$80.52 B,$83.68 B,$72.75 B,$76.32 B,$49.10 B,$49.40 B,$55.49 B,$64.29 B,$65.54 B,$95.64 B,$79.66 B,$69.99 B,$94.74 B,$76.63 B,$55.46 B,$87.37 B
airbus,$120.67 B,$93.30 B,$99.96 B,$86.54 B,$114.34 B,$74.50 B,$76.75 B,$51.33 B,$53.13 B,$39.44 B,$60.14 B,$32.08 B,$25.49 B,$18.81 B,$16.36 B,$13.70 B,$25.63 B,$27.63 B,$30.11 B,$23.19 B,$19.29 B,,
unilever,$119.55 B,$127.48 B,$136.65 B,$156.63 B,$149.27 B,$137.06 B,$155.51 B,$115.54 B,$123.85 B,$116.80 B,$116.70 B,$109.22 B,$95.20 B,$86.54 B,$92.10 B,$66.05 B,$109.89 B,$51.92 B,$39.45 B,$39.07 B,$38.88 B,$39.80 B,$34.26 B
lowes-companies,$119.52 B,$120.48 B,$174.15 B,$117.60 B,$91.79 B,$74.16 B,$77.11 B,$61.86 B,$69.58 B,$66.93 B,$51.82 B,$39.94 B,$31.78 B,$34.61 B,$34.43 B,$31.62 B,$33.08 B,$47.43 B,$52.12 B,$44.50 B,$43.55 B,$29.28 B,$35.93 B
commonwealth-bank,$117.28 B,$117.74 B,$124.94 B,$112.01 B,$98.98 B,$90.16 B,$108.08 B,$102.53 B,$106.10 B,$113.30 B,$111.47 B,$103.57 B,$78.58 B,$79.53 B,$75.28 B,$29.83 B,$67.99 B,$50.07 B,$41.90 B,$26.90 B,$24.43 B,$22.27 B,$24.67 B
raytheon-technologies,$116.93 B,$148.35 B,$128.81 B,$108.60 B,$129.44 B,$91.73 B,$101.87 B,$90.26 B,$80.53 B,$104.57 B,$104.31 B,$75.35 B,$66.22 B,$72.52 B,$65.01 B,$50.95 B,$75.28 B,$62.25 B,$56.68 B,$52.82 B,$48.71 B,$29.14 B,$30.51 B
sanofi,$116.16 B,$121.46 B,$125.62 B,$121.61 B,$125.87 B,$107.79 B,$107.94 B,$104.63 B,$112.20 B,$121.38 B,$141.03 B,$126.60 B,$99.26 B,$83.43 B,$104.01 B,$84.56 B,$124.38 B,$125.53 B,$123.03 B,$113.05 B,$55.33 B,$44.52 B,
rio-tinto,$113.85 B,$115.40 B,$106.91 B,$93.79 B,$98.84 B,$80.57 B,$71.03 B,$52.87 B,$39.70 B,$65.13 B,$79.71 B,$81.97 B,$70.27 B,$109.37 B,$82.06 B,$26.85 B,$126.72 B,$65.82 B,$59.10 B,$38.52 B,$35.93 B,$25.64 B,$25.22 B
charles-schwab,$116.77 B,$155.42 B,$158.99 B,$99.66 B,$61.14 B,$55.33 B,$68.86 B,$52.32 B,$43.47 B,$39.57 B,$33.71 B,$18.34 B,$14.30 B,$20.57 B,$21.87 B,$18.67 B,$29.65 B,$24.46 B,$18.93 B,$15.91 B,$16.07 B,$14.59 B,$21.52 B
goldman-sachs,$114.40 B,$116.28 B,$127.61 B,$90.73 B,$79.86 B,$61.43 B,$96.09 B,$95.21 B,$75.60 B,$83.39 B,$79.12 B,$59.33 B,$44.51 B,$85.34 B,$86.97 B,$33.37 B,$84.01 B,$82.26 B,$55.83 B,$50.03 B,$47.10 B,$32.20 B,$44.17 B
booking-holdings,$114.26 B,$78.17 B,$98.52 B,$91.21 B,$85.06 B,$78.59 B,$84.74 B,$72.34 B,$63.25 B,$59.21 B,$60.45 B,$30.93 B,$23.28 B,$19.63 B,$9.95 B,$3.01 B,$4.41 B,$1.59 B,$0.88 B,$0.91 B,$0.67 B,$0.35 B,$1.30 B
elevance-health,$112.30 B,$123.11 B,$112.07 B,$78.79 B,$76.39 B,$67.59 B,$57.77 B,$37.87 B,$36.42 B,$33.69 B,$27.09 B,$18.56 B,$23.04 B,$21.47 B,$26.21 B,$20.99 B,$47.54 B,$48.43 B,$52.86 B,$34.80 B,$10.32 B,$8.76 B,$5.11 B
lockheed-martin,$111.15 B,$127.49 B,$96.31 B,$99.31 B,$109.41 B,$73.57 B,$92.05 B,$73.22 B,$66.23 B,$60.85 B,$47.71 B,$29.62 B,$26.17 B,$24.32 B,$28.10 B,$33.32 B,$42.95 B,$38.76 B,$27.80 B,$24.50 B,$22.98 B,$26.31 B,$20.69 B
blackrock,$110.78 B,$106.43 B,$138.87 B,$110.04 B,$78.01 B,$62.21 B,$82.78 B,$62.27 B,$56.38 B,$59.68 B,$53.39 B,$35.39 B,$31.78 B,$36.43 B,$43.84 B,$15.85 B,$25.42 B,$17.68 B,$6.94 B,$4.91 B,$3.40 B,$2.55 B,$2.68 B
prologis,$110.73 B,$104.05 B,$124.47 B,$73.67 B,$56.31 B,$36.97 B,$34.32 B,$27.90 B,$22.51 B,$21.92 B,$18.43 B,$16.84 B,$13.10 B,$5.35 B,$3.81 B,$2.30 B,$5.71 B,$5.25 B,$4.21 B,$3.36 B,$2.68 B,$2.24 B,$2.17 B
stryker-corporation,$109.84 B,$92.52 B,$100.88 B,$92.08 B,$78.62 B,$58.68 B,$57.94 B,$44.86 B,$34.66 B,$35.65 B,$28.40 B,$20.83 B,$19.02 B,$21.00 B,$20.04 B,$16.12 B,$30.70 B,$22.47 B,$18.00 B,$19.42 B,$16.97 B,$13.34 B,$11.48 B
starbucks,$109.81 B,$113.86 B,$137.22 B,$125.56 B,$103.26 B,$80.06 B,$81.09 B,$80.89 B,$89.18 B,$61.57 B,$59.30 B,$40.16 B,$34.51 B,$23.89 B,$17.21 B,$6.94 B,$14.89 B,$26.82 B,$23.38 B,$25.11 B,$13.12 B,$7.90 B,$7.29 B
intuitive-surgical,$109.29 B,$93.77 B,$128.35 B,$96.17 B,$68.57 B,$54.83 B,$40.89 B,$24.57 B,$20.42 B,$19.35 B,$14.67 B,$19.71 B,$18.05 B,$10.02 B,$11.68 B,$4.97 B,$12.42 B,$3.55 B,$4.24 B,$1.37 B,$0.56 B,$0.22 B,$0.36 B
sony,$109.91 B,$96.02 B,$155.91 B,$123.30 B,$83.35 B,$61.27 B,$56.88 B,$35.55 B,$31.42 B,$23.77 B,$18.05 B,$11.18 B,$17.85 B,$36.04 B,$28.79 B,$24.54 B,$54.46 B,$42.88 B,$40.70 B,$36.05 B,$32.07 B,$38.04 B,$41.42 B
nippon-telegraph-and-telephone,$100.21 B,$100.03 B,$96.97 B,$94.20 B,$92.03 B,$78.01 B,$93.19 B,$86.03 B,$84.13 B,$55.64 B,$61.30 B,$50.54 B,$64.09 B,$59.66 B,$51.90 B,,,,,,,,
mitsubishi-ufj-financial,$108.32 B,$85.79 B,$69.08 B,$56.80 B,$69.94 B,$62.99 B,$97.06 B,$84.10 B,$86.64 B,$77.96 B,$93.65 B,$75.85 B,$59.52 B,$76.17 B,$68.67 B,$71.84 B,$91.25 B,$120.31 B,$89.50 B,$66.59 B,$49.76 B,$30.72 B,$30.25 B
toronto-dominion-bank,$106.76 B,$117.90 B,$138.78 B,$102.40 B,$101.06 B,$91.19 B,$107.97 B,$91.23 B,$72.58 B,$88.28 B,$86.44 B,$77.30 B,$67.43 B,$65.30 B,$54.14 B,$29.09 B,$50.27 B,$43.02 B,$37.56 B,$27.38 B,$21.93 B,$13.97 B,$16.17 B
medtronic,$105.50 B,$103.38 B,$139.09 B,$157.67 B,$152.06 B,$122.16 B,$109.29 B,$97.80 B,$108.16 B,$71.06 B,$57.29 B,$41.48 B,$40.36 B,$39.81 B,$48.58 B,$35.13 B,$56.83 B,$61.59 B,$69.63 B,$60.03 B,$58.91 B,$55.63 B,$61.99 B
schneider-electric,$105.40 B,$77.99 B,$108.70 B,$80.65 B,$56.48 B,$37.53 B,$47.13 B,$38.54 B,$32.49 B,$42.11 B,$48.50 B,$40.28 B,$28.44 B,$39.83 B,$30.78 B,$18.33 B,$33.19 B,$25.27 B,$20.21 B,$15.70 B,$14.71 B,,
deere-company,$104.73 B,$127.87 B,$105.67 B,$84.30 B,$54.54 B,$47.71 B,$50.59 B,$32.82 B,$24.11 B,$30.29 B,$33.91 B,$33.54 B,$31.25 B,$34.97 B,$22.85 B,$16.18 B,$40.79 B,$21.63 B,$16.09 B,$18.44 B,$15.89 B,$10.97 B,$10.36 B
allianz,$103.06 B,$86.46 B,$95.99 B,$101.71 B,$101.91 B,$84.85 B,$100.36 B,$75.51 B,$81.33 B,$75.88 B,$81.67 B,$62.82 B,$43.23 B,$53.41 B,$56.33 B,$47.33 B,$96.97 B,,,,,,
bristol-myers-squibb,$102.36 B,$152.97 B,$138.39 B,$140.17 B,$143.01 B,$84.41 B,$100.29 B,$97.66 B,$114.26 B,$97.57 B,$87.21 B,$53.12 B,$59.71 B,$44.98 B,$43.15 B,$46.02 B,$52.35 B,$51.63 B,$44.97 B,$49.88 B,$55.48 B,$45.22 B,$100.07 B
tjx-companies,$101.57 B,$91.97 B,$90.56 B,$81.99 B,$73.46 B,$55.17 B,$48.34 B,$48.97 B,$47.47 B,$47.24 B,$45.32 B,$30.95 B,$24.34 B,$17.56 B,$15.34 B,$8.56 B,$12.55 B,$12.97 B,$10.70 B,$12.10 B,$11.09 B,$10.25 B,$10.87 B
bp,$99.52 B,$105.70 B,$88.05 B,$70.64 B,$125.97 B,$126.50 B,$139.19 B,$121.91 B,$96.39 B,$116.64 B,$150.00 B,$131.36 B,$135.17 B,$138.37 B,$181.24 B,$145.90 B,$230.75 B,$220.14 B,$221.09 B,$209.51 B,$181.95 B,$151.61 B,$173.88 B
keyence,$100.72 B,$93.25 B,$152.34 B,$136.40 B,$85.74 B,$61.19 B,$67.81 B,$41.82 B,$33.77 B,$27.31 B,$26.00 B,$16.84 B,$13.18 B,$15.92 B,$11.40 B,$9.15 B,$11.26 B,$12.44 B,,,,,
catl,$100.45 B,$137.77 B,$215.08 B,$125.40 B,$33.63 B,$23.55 B,,,,,,,,,,,,,,,,,
air-liquide,$98.84 B,$73.95 B,$82.31 B,$77.95 B,$66.65 B,$53.09 B,$53.53 B,$39.50 B,$38.86 B,$42.97 B,$44.25 B,$39.13 B,$37.52 B,$38.04 B,$33.38 B,$25.34 B,$37.51 B,$30.49 B,$22.49 B,$21.49 B,$18.79 B,,
mondelez,$96.74 B,$91.01 B,$92.50 B,$83.62 B,$79.04 B,$58.08 B,$63.95 B,$68.46 B,$70.84 B,$60.43 B,$60.20 B,$45.25 B,$66.00 B,$55.08 B,$47.15 B,$39.44 B,$50.03 B,$58.40 B,$47.04 B,$60.72 B,$55.48 B,$67.37 B,$59.04 B
american-tower,$96.23 B,$98.64 B,$133.20 B,$99.70 B,$101.78 B,$69.77 B,$61.18 B,$45.11 B,$41.09 B,$39.21 B,$31.51 B,$30.52 B,$23.58 B,$20.58 B,$17.35 B,$11.63 B,$17.01 B,$15.57 B,$11.18 B,$4.22 B,$2.37 B,$0.69 B,$1.85 B
gilead-sciences,$98.46 B,$107.67 B,$91.05 B,$73.03 B,$82.26 B,$80.18 B,$93.58 B,$94.34 B,$143.89 B,$141.29 B,$115.23 B,$55.79 B,$30.74 B,$29.06 B,$38.93 B,$46.56 B,$42.73 B,$29.94 B,$24.16 B,$15.70 B,$12.42 B,$6.71 B,$6.34 B
marsh-and-mclennan-companies,$96.47 B,$82.07 B,$87.60 B,$59.34 B,$56.10 B,$40.18 B,$41.53 B,$34.84 B,$28.93 B,$30.91 B,$26.44 B,$18.80 B,$17.01 B,$14.77 B,$11.69 B,$12.47 B,$13.77 B,$16.92 B,$17.32 B,$17.33 B,$25.22 B,$24.87 B,$29.47 B
taqa,$96.44 B,,,,,,,,,,,,,,,,,,,,,,
cvs-health,$96.64 B,$122.44 B,$136.17 B,$89.39 B,$96.72 B,$84.84 B,$73.44 B,$84.15 B,$107.64 B,$109.79 B,$84.45 B,$59.51 B,$53.08 B,$47.39 B,$44.80 B,$41.27 B,$57.09 B,$25.52 B,$21.51 B,$18.07 B,$14.28 B,$9.81 B,$11.57 B
petrobras,$96.62 B,$69.46 B,$69.59 B,$71.83 B,$101.18 B,$81.56 B,$65.18 B,$64.31 B,$25.57 B,$47.91 B,$90.69 B,$124.16 B,$156.23 B,$224.83 B,$198.69 B,$107.43 B,$252.78 B,$112.95 B,$78.16 B,$43.20 B,$31.75 B,$16.22 B,$25.30 B
automatic-data-processing,$94.29 B,$99.08 B,$103.66 B,$75.55 B,$73.62 B,$57.19 B,$51.97 B,$46.37 B,$38.86 B,$39.77 B,$38.89 B,$27.59 B,$26.39 B,$22.87 B,$21.53 B,$19.97 B,$23.21 B,$26.98 B,$26.48 B,$25.86 B,$23.36 B,$23.53 B,$36.53 B
progressive,$94.28 B,$75.88 B,$59.98 B,$57.87 B,$42.31 B,$35.18 B,$32.75 B,$20.58 B,$18.55 B,$15.86 B,$16.24 B,$12.75 B,$12.10 B,$13.16 B,$12.10 B,$10.01 B,$12.99 B,$18.11 B,$23.04 B,$17.00 B,$18.08 B,$10.81 B,$10.95 B
cm-bank,$94.30 B,$136.09 B,$193.30 B,$167.79 B,$216.88 B,$151.19 B,$173.71 B,$100.64 B,$105.88 B,$106.93 B,$81.02 B,$77.89 B,$68.81 B,$78.66 B,$82.49 B,$43.91 B,$112.24 B,$50.75 B,,,,,
citigroup,$93.56 B,$87.60 B,$119.82 B,$128.37 B,$168.89 B,$123.30 B,$196.74 B,$169.35 B,$152.83 B,$163.62 B,$157.85 B,$119.82 B,$76.92 B,$137.44 B,$94.27 B,$38.05 B,$161.25 B,$273.59 B,$250.26 B,$250.27 B,$250.31 B,$180.90 B,$259.90 B
palo-alto-networks,$94.09 B,$42.19 B,$54.93 B,$34.41 B,$22.65 B,$17.87 B,$13.31 B,$11.46 B,$15.13 B,$9.87 B,$4.16 B,$3.66 B,,,,,,,,,,,
aia,$93.14 B,$130.74 B,$121.93 B,$148.92 B,$126.97 B,$100.24 B,$102.94 B,$68.01 B,$72.43 B,$67.00 B,$60.41 B,$47.00 B,$37.57 M,$33.81 M,,,,,,,,,
lam-research,$92.67 B,$57.32 B,$100.87 B,$68.01 B,$41.65 B,$20.96 B,$29.35 B,$17.16 B,$12.59 B,$12.63 B,$8.83 B,$5.99 B,$4.42 B,$6.38 B,$4.99 B,$2.65 B,$5.39 B,$7.21 B,$4.93 B,$4.01 B,$4.27 B,$1.35 B,$2.92 B
shopify,$93.13 B,$44.15 B,$171.57 B,$137.41 B,$46.01 B,$15.30 B,$10.04 B,$3.80 B,$2.05 B,,,,,,,,,,,,,,
china-life-insurance,$92.29 B,$123.45 B,$16.64 B,$21.28 B,$17.81 B,$11.27 B,$18.43 B,$13.18 B,$17.72 B,$23.23 B,$12.43 B,$15.34 B,$12.11 B,$14.70 B,$19.53 B,$12.83 B,$19.76 B,$12.20 B,$2.92 B,$2.14 B,$2.66 B,,
analog-devices,$91.74 B,$83.53 B,$92.33 B,$54.58 B,$43.76 B,$31.77 B,$32.81 B,$22.37 B,$17.26 B,$17.27 B,$15.84 B,$12.67 B,$10.66 B,$11.25 B,$9.21 B,$5.53 B,$9.61 B,$11.24 B,$13.15 B,$13.87 B,$17.06 B,$8.80 B,$16.17 B
ubs,$92.35 B,$59.41 B,$61.06 B,$51.21 B,$45.62 B,$45.84 B,$68.14 B,$58.09 B,$74.07 B,$62.72 B,$71.84 B,$58.98 B,$44.32 B,$62.45 B,$54.60 B,$41.05 B,$88.11 B,$117.08 B,$46.83 B,$42.89 B,$40.21 B,$27.88 B,$31.01 B
regeneron-pharmaceuticals,$91.53 B,$78.57 B,$67.91 B,$51.55 B,$41.40 B,$40.71 B,$40.39 B,$38.71 B,$56.81 B,$42.02 B,$27.43 B,$16.64 B,$5.13 B,$2.93 B,$1.96 B,$1.46 B,$1.90 B,$1.31 B,$0.89 B,$0.51 B,$0.81 B,$0.82 B,$1.23 B
eaton,$92.76 B,$62.41 B,$68.88 B,$47.88 B,$39.14 B,$29.08 B,$34.81 B,$30.30 B,$23.87 B,$31.79 B,$36.16 B,$25.50 B,$14.54 B,$17.25 B,$10.57 B,$8.21 B,$14.20 B,$10.99 B,$9.96 B,$11.09 B,$8.27 B,$5.51 B,$5.17 B
ping-an-insurance,$90.99 B,$119.70 B,$139.34 B,$235.98 B,$220.72 B,$154.13 B,$193.57 B,$92.51 B,$101.54 B,$100.39 B,$61.07 B,$61.00 B,$46.80 B,$72.65 B,$61.03 B,$31.07 B,$96.76 B,,,,,,
chubb,$90.94 B,$91.56 B,$83.26 B,$69.47 B,$70.35 B,$59.31 B,$67.83 B,$61.48 B,$37.92 B,$37.75 B,$35.17 B,$27.15 B,$23.64 B,$20.85 B,$17.02 B,$17.65 B,$20.36 B,$19.77 B,$17.27 B,$12.16 B,$11.59 B,$7.70 B,$10.43 B
vertex-pharmaceuticals,$90.22 B,$74.12 B,$55.88 B,$61.45 B,$56.70 B,$42.28 B,$37.90 B,$18.27 B,$30.99 B,$28.72 B,$17.37 B,$9.10 B,$6.92 B,$7.12 B,$8.56 B,$4.29 B,$3.08 B,$4.71 B,$2.99 B,$0.85 B,$0.80 B,$1.21 B,$1.84 B
equinor,$90.84 B,$112.40 B,$86.43 B,$54.54 B,$65.76 B,$70.19 B,$70.31 B,$58.75 B,$44.87 B,$56.26 B,$77.07 B,$79.38 B,$81.51 B,$75.17 B,$79.55 B,$53.12 B,$97.25 B,$56.44 B,$49.71 B,$34.39 B,$24.47 B,$17.91 B,$14.17 B
essilor-luxottica,$88.97 B,$80.32 B,$93.52 B,$68.56 B,$66.44 B,$53.78 B,$29.74 B,$24.43 B,$26.86 B,$23.88 B,$22.43 B,$21.59 B,$14.63 B,$13.37 B,$12.89 B,$9.90 B,$13.48 B,$11.15 B,$8.33 B,$7.97 B,$5.30 B,,
airbnb,$90.16 B,$54.13 B,$105.78 B,$87.70 B,,,,,,,,,,,,,,,,,,,
kohlberg-kravis-roberts,$88.20 B,$52.09 B,$43.58 B,$23.04 B,$24.80 B,$16.37 B,$10.23 B,$6.96 B,$7.13 B,$10.05 B,$7.01 B,$3.85 B,$2.91 B,$3.02 B,,,,,,,,,
csl,$84.85 B,$94.31 B,$95.92 B,$99.06 B,$87.62 B,$59.08 B,$49.91 B,$33.08 B,$35.50 B,$33.61 B,$29.77 B,$27.90 B,$16.85 B,$20.26 B,$16.25 B,$14.33 B,$17.49 B,$9.37 B,$5.89 B,$3.80 B,$2.21 B,$2.26 B,$5.36 B
sinopec,$84.69 B,$71.70 B,$11.81 B,$10.78 B,$12.18 B,$12.84 B,$16.59 B,$13.32 B,$13.64 B,$18.99 B,$14.56 B,$15.50 B,$15.36 B,$15.27 B,$23.31 B,$12.04 B,$34.45 B,$12.46 B,$6.02 B,$5.28 B,$5.96 B,$3.41 B,$3.79 B
icici-bank,$85.02 B,$76.35 B,$69.04 B,$50.29 B,$48.72 B,$33.16 B,$31.45 B,$21.86 B,$22.82 B,$32.24 B,$20.52 B,$23.97 B,$14.87 B,$29.40 B,$21.01 B,$10.26 B,,,,,,,
zoetis,$84.75 B,$68.30 B,$115.45 B,$78.65 B,$62.93 B,$41.02 B,$35.10 B,$26.43 B,$23.83 B,$21.57 B,$16.34 B,,,,,,,,,,,,
micron-technology,$82.73 B,$54.53 B,$104.32 B,$83.96 B,$59.74 B,$35.57 B,$47.54 B,$24.09 B,$14.65 B,$37.63 B,$23.01 B,$6.47 B,$6.21 B,$7.99 B,$8.82 B,$2.01 B,$5.51 B,$10.65 B,$8.23 B,$7.56 B,$8.20 B,$5.90 B,$18.59 B
blackstone-group,$81.27 B,$53.56 B,$94.71 B,$44.97 B,$38.06 B,$19.77 B,$21.11 B,$17.39 B,$18.25 B,$20.14 B,$18.03 B,$8.67 B,$6.85 B,$5.88 B,$4.19 B,$1.78 B,$5.74 B,,,,,,
porsche,$82.15 B,$92.11 B,,,,,,,,,,,,,,,,,,,,,
al-rajhi-bank,$81.55 B,$80.07 B,$94.53 B,$49.09 B,$43.61 B,$37.90 B,$27.99 B,$27.33 B,$22.55 B,$22.19 B,$29.22 B,,,,,,,,,,,,
synopsys,$81.48 B,$48.66 B,$56.54 B,$39.67 B,$20.95 B,$12.59 B,$12.67 B,$8.83 B,$6.90 B,$6.65 B,$6.26 B,$4.81 B,$3.92 B,$4.01 B,$3.28 B,$2.62 B,$3.80 B,$3.84 B,$2.89 B,$2.88 B,$5.27 B,$3.39 B,$3.51 B
china-shenhua-energy,$81.03 B,$75.09 B,$66.20 B,$51.98 B,$50.19 B,$50.51 B,$67.30 B,$44.81 B,$43.43 B,$64.11 B,$53.83 B,$81.95 B,$80.99 B,$75.90 B,$100.71 B,$49.65 B,$170.55 B,,,,,,
boston-scientific,$80.50 B,$66.27 B,$60.53 B,$50.91 B,$63.07 B,$48.93 B,$34.04 B,$29.45 B,$24.83 B,$17.58 B,$15.89 B,$7.76 B,$7.91 B,$11.51 B,$13.59 B,$11.62 B,$17.34 B,$25.43 B,$20.09 B,$29.69 B,$30.37 B,$17.49 B,$9.77 B
mercadolibre,$79.78 B,$42.56 B,$68.03 B,$83.54 B,$28.43 B,$13.23 B,$13.89 B,$6.89 B,$5.04 B,$5.63 B,$4.75 B,$3.46 B,$3.51 B,$2.94 B,$2.28 B,$0.72 B,$3.26 B,,,,,,
byd,$79.82 B,$93.89 B,$122.49 B,$78.03 B,$16.94 B,$19.28 B,$26.03 B,$17.78 B,$20.55 B,$13.20 B,$13.61 B,$7.47 B,$7.36 B,,,,,,,,,,
cnooc,$79.98 B,$63.68 B,$45.97 B,$41.58 B,$74.29 B,$68.98 B,$64.08 B,$55.84 B,$46.48 B,$60.09 B,$83.02 B,$96.65 B,$78.04 B,$105.84 B,$70.51 B,$41.85 B,$73.79 B,$41.13 B,$27.26 B,$22.06 B,,,
diageo,$79.45 B,$101.10 B,$126.74 B,$91.73 B,$98.22 B,$85.76 B,$91.14 B,$65.23 B,$69.20 B,$72.32 B,$82.81 B,$72.35 B,$54.64 B,$46.50 B,$43.44 B,$35.45 B,$55.66 B,$53.89 B,$44.46 B,$44.12 B,$40.48 B,$34.42 B,$39.00 B
fiserv,$79.44 B,$64.18 B,$68.52 B,$76.12 B,$78.61 B,$28.84 B,$27.32 B,$23.06 B,$20.60 B,$17.05 B,$15.15 B,$10.54 B,$8.27 B,$8.60 B,$7.42 B,$5.82 B,$9.16 B,$8.96 B,$7.86 B,$7.80 B,$7.68 B,$6.50 B,$8.05 B
