Company,2023 (TTM),2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
western-midstream,$3.02 B,$3.25 B,$2.87 B,$2.77 B,$2.80 B,$1.93 B,$2.24 B,$1.80 B,$1.53 B,$1.27 B,$1.05 B,$0.90 B,,,,,,,,,,,
julius-baer,$4.19 B,$4.23 B,$4.10 B,$3.50 B,$3.42 B,$3.33 B,$2.76 B,$2.72 B,$2.55 B,$2.46 B,$1.91 B,$1.86 B,$1.92 B,$1.53 B,$2.81 B,$3.04 B,$2.33 B,$1.14 B,,,,,
svenska-cellulosa-aktiebolaget-sca,$1.74 B,$2.03 B,$2.14 B,$2.02 B,$2.07 B,$2.13 B,$1.98 B,$13.70 B,$13.73 B,$14.77 B,$13.66 B,$12.86 B,$15.23 B,$15.39 B,$14.84 B,,,,,,,,
bajaj-holdings-investment,$0.71 B,$0.61 B,$0.57 B,$0.47 B,$0.52 B,$0.37 B,$0.14 B,$0.11 B,$67.15 M,$93.08 M,$67.03 M,$59.43 M,,,,,,,,,,,
lamar-advertising,$2.09 B,$2.03 B,$1.78 B,$1.56 B,$1.75 B,$1.62 B,$1.54 B,$1.50 B,$1.35 B,$1.28 B,$1.25 B,$1.18 B,$1.13 B,$1.09 B,$1.05 B,$1.19 B,$1.20 B,$1.12 B,$1.02 B,$0.88 B,$0.81 B,$0.77 B,$0.72 B
gfl-environmental,$5.53 B,$5.13 B,$4.37 B,$3.12 B,$2.54 B,,,,,,,,,,,,,,,,,,
lodha-group,$1.02 B,$1.20 B,$1.12 B,$0.80 B,,,,,,,,,,,,,,,,,,,
xero,$0.88 B,$0.76 B,$0.59 B,$0.43 B,$0.37 B,$0.29 B,$0.20 B,$0.14 B,$93.03 M,$60.88 M,$32.6 M,,,,,,,,,,,,
nexi,$5.78 B,$3.45 B,$2.02 B,$1.83 B,$1.78 B,$1.70 B,$1.13 B,,,,,,,,,,,,,,,,
westrock,$20.31 B,$21.22 B,$19.29 B,$17.55 B,$18.38 B,$16.71 B,$15.30 B,$14.35 B,$12.54 B,$10.04 B,$9.62 B,$9.22 B,$6.90 B,$3.07 B,$2.80 B,$2.94 B,$2.37 B,$2.18 B,$1.83 B,$1.60 B,$1.45 B,$1.43 B,$1.44 B
coca-cola-hbc,$8.50 B,$9.13 B,$9.13 B,,,,,,,,,,,,,,,,,,,,
halma,$2.29 B,$2.00 B,$1.81 B,$1.65 B,$1.57 B,$1.51 B,$1.20 B,$1.16 B,$1.07 B,$1.12 B,$0.94 B,$0.92 B,$0.83 B,$0.69 B,$0.65 B,$0.78 B,$0.69 B,$0.54 B,$0.50 B,$0.53 B,$0.33 B,$0.33 B,$0.33 B
nissin-foods,$5.04 B,$4.85 B,$4.97 B,$4.66 B,$4.23 B,$4.23 B,$4.21 B,$4.53 B,$3.77 B,$3.96 B,$4.11 B,$4.66 B,$4.79 B,$4.31 B,$3.85 B,,,,,,,,
barito-pacific,$2.69 B,$2.96 B,$3.15 B,$2.33 B,$2.40 B,$3.06 B,$2.44 B,$1.95 B,$1.40 B,$2.47 B,$2.51 B,$2.29 B,,,,,,,,,,,
tata-consumer-products,$1.76 B,$1.66 B,$1.65 B,$1.67 B,$1.06 B,$1.03 B,$1.05 B,$1.04 B,$1.23 B,$1.28 B,$1.27 B,$1.37 B,$1.34 B,$1.31 B,$0.93 B,,,,,,,,
renaissancere,$7.88 B,$5.04 B,$5.26 B,$5.15 B,$4.17 B,$2.05 B,$2.09 B,$1.72 B,$1.49 B,$1.23 B,$1.36 B,$1.38 B,$1.09 B,$1.22 B,$1.66 B,$1.23 B,$1.66 B,$1.84 B,$1.65 B,$1.56 B,$1.36 B,$0.91 B,$0.44 B
saia,$2.78 B,$2.79 B,$2.28 B,$1.82 B,$1.78 B,$1.65 B,$1.37 B,$1.21 B,$1.22 B,$1.27 B,$1.13 B,$1.09 B,$1.03 B,$0.90 B,$0.84 B,$1.03 B,$0.97 B,$0.95 B,$1.09 B,$0.98 B,$0.82 B,,
grupo-acs,$35.31 B,$32.37 B,$40.34 B,$43.65 B,$43.06 B,$40.11 B,$35.29 B,$38.63 B,$45.79 B,$51.00 B,$49.94 B,$38.75 B,$20.23 B,$21.94 B,,,,,,,,,
mengniu-dairy,$13.42 B,$13.83 B,$11.65 B,$11.31 B,$10.02 B,$9.24 B,$7.74 B,$7.56 B,$8.08 B,$7.16 B,$5.78 B,$5.94 B,$4.57 B,$3.76 B,$3.50 B,$2.92 B,$2.08 B,$1.34 B,$0.87 B,$0.49 B,,,
apache-corporation,$8.58 B,$11.07 B,$7.98 B,$4.43 B,$6.31 B,$7.34 B,$5.88 B,$5.34 B,$6.55 B,$13.74 B,$16.40 B,$16.94 B,$16.88 B,$12.09 B,$8.61 B,$12.33 B,$9.97 B,$8.31 B,$7.58 B,$5.33 B,$4.19 B,$2.54 B,$22.77 B
chr-hansen,$1.36 B,$1.33 B,$1.30 B,$1.07 B,$1.29 B,$1.30 B,$1.22 B,$1.07 B,$0.97 B,$1.02 B,$0.96 B,$0.90 B,$0.91 B,$0.79 B,,,,,,,,,
plains-all-american-pipeline,$48.96 B,$57.34 B,$42.04 B,$23.29 B,$33.66 B,$34.05 B,$26.22 B,$20.18 B,$23.15 B,$43.46 B,$42.24 B,$37.79 B,$34.27 B,$25.89 B,$18.51 B,$30.06 B,$20.39 B,$22.44 B,$31.17 B,$20.97 B,$12.58 B,$8.38 B,$6.86 B
nn-group,$22.44 B,$23.28 B,$20.18 B,$15.46 B,,,,,,,,,,,,,,,,,,,
shiseido,$7.41 B,$8.00 B,$9.15 B,$8.69 B,$10.37 B,$9.92 B,$8.95 B,$7.86 B,$7.25 B,$7.37 B,$8.30 B,$8.49 B,$7.69 B,$6.74 B,,,,,,,,,
ceridian,$1.45 B,$1.24 B,$1.02 B,$0.84 B,$0.82 B,$0.76 B,$0.77 B,,,,,,,,,,,,,,,,
coty,$5.80 B,$5.26 B,$5.04 B,$4.62 B,$8.39 B,$9.06 B,$9.14 B,$5.40 B,$4.27 B,$4.49 B,$4.55 B,$4.62 B,,,,,,,,,,,
recordati,$2.18 B,$1.94 B,$1.83 B,$1.67 B,$1.65 B,$1.59 B,$1.47 B,$1.27 B,$1.15 B,$1.29 B,$1.25 B,$1.07 B,$1.05 B,$0.95 B,$1.05 B,,,,,,,,
wise-plc,$1.22 B,$0.73 B,$0.57 B,$0.37 B,$0.23 B,,,,,,,,,,,,,,,,,,
charles-river-laboratories,$4.21 B,$3.97 B,$3.54 B,$2.92 B,$2.62 B,$2.26 B,$1.85 B,$1.68 B,$1.36 B,$1.29 B,$1.16 B,$1.12 B,$1.14 B,$1.13 B,$1.20 B,$1.34 B,$1.23 B,$1.08 B,$1.12 B,$0.76 B,$0.61 B,$0.55 B,$0.46 B
union-bank-of-india,$6.42 B,$5.47 B,$5.81 B,$4.43 B,$2.36 B,,,,,,,,,,,,,,,,,,
japan-exchange-group,$1.04 B,$1.02 B,$1.22 B,$1.26 B,$1.07 B,$1.13 B,$1.02 B,$1.02 B,$0.94 B,$0.97 B,$1.46 B,$0.27 B,$0.29 B,$0.25 B,$0.24 B,,,,,,,,
centrica,$28.77 B,$19.90 B,$16.69 B,$29.73 B,$37.68 B,$37.87 B,$33.46 B,$41.45 B,$45.78 B,$43.82 B,$38.69 B,$35.40 B,$34.61 B,$35.54 B,$30.59 B,$32.32 B,$32.21 B,$23.11 B,$21.81 B,$32.07 B,$18.12 B,$15.93 B,
covestro,$16.13 B,$18.92 B,$18.48 B,$12.43 B,$13.88 B,$17.20 B,$16.23 B,$13.15 B,$13.36 B,,,,,,,,,,,,,,
lucid-motors,$0.69 B,$0.60 B,$27.11 M,,,,,,,,,,,,,,,,,,,,
longfor,$36.33 B,$35.05 B,$28.29 B,$21.61 B,$16.83 B,$11.07 B,$7.89 B,$7.31 B,$8.23 B,$6.85 B,$4.47 B,$3.83 B,$2.28 B,$1.66 B,$0.65 B,,,,,,,,
bank-of-nanjing,$6.28 B,$6.50 B,$6.26 B,$4.93 B,$4.61 B,$4.05 B,$3.64 B,$3.95 B,$3.56 B,$2.52 B,$1.65 B,$1.39 B,$1.12 B,$0.76 B,$0.51 B,$0.45 B,$0.25 B,,,,,,
pzu,$13.03 B,$11.11 B,$10.34 B,$10.31 B,$10.90 B,$10.75 B,$9.04 B,$6.08 B,$5.32 B,$6.15 B,$6.11 B,$5.61 B,$7.25 B,$3.96 B,$6.99 B,,,,,,,,
hai-di-lao-hot-pot,$4.50 B,$6.45 B,$4.38 B,$3.80 B,$2.46 B,$1.63 B,$1.12 B,$0.88 B,,,,,,,,,,,,,,,
performance-food,$57.47 B,$56.28 B,$39.73 B,$26.66 B,$22.89 B,$18.09 B,$17.33 B,$16.37 B,$15.60 B,$6.30 B,$5.82 B,$5.72 B,$6.14 B,$5.51 B,$4.43 B,$3.23 B,,,,,,,
vodacom,$6.71 B,$7.09 B,$6.59 B,$5.06 B,$6.04 B,$7.29 B,$6.05 B,$5.37 B,$6.37 B,$7.14 B,$7.57 B,$8.77 B,$8.97 B,$8.02 B,$5.79 B,$5.94 B,$5.68 B,$5.52 B,$4.40 B,$3.64 B,,,
arabian-internet-and-communications-services,$2.68 B,$2.34 B,$2.08 B,,,,,,,,,,,,,,,,,,,,
pure-storage,$2.85 B,$2.65 B,$1.97 B,$1.67 B,$1.57 B,$1.27 B,$0.91 B,$0.65 B,$0.35 B,,,,,,,,,,,,,,
gbl,$7.83 B,$9.05 B,$8.39 B,$7.29 B,$6.16 B,$6.55 B,$6.08 B,$5.52 B,,,,,,,,,,,,,,,
severn-trent,$2.68 B,$2.55 B,$2.51 B,$2.28 B,$2.30 B,$2.37 B,$2.27 B,$2.56 B,$2.66 B,$3.09 B,$2.78 B,$2.83 B,$2.75 B,$2.58 B,$2.35 B,$3.08 B,$2.92 B,$2.52 B,$3.80 B,$3.71 B,$2.34 B,$2.26 B,$2.12 B
topbuild,$5.17 B,$5.00 B,$3.48 B,$2.71 B,$2.62 B,$2.38 B,$1.90 B,$1.74 B,$1.61 B,$1.51 B,,,,,,,,,,,,,
mtn-group,$12.24 B,$11.43 B,$12.25 B,$10.74 B,$9.33 B,$10.78 B,$10.76 B,$9.46 B,$12.71 B,$13.10 B,$15.95 B,$15.10 B,$17.31 B,$15.12 B,$10.96 B,$10.75 B,$7.37 B,$4.31 B,$3.80 B,$1.03 B,$0.66 B,,
chubu-electric-power,$29.22 B,$27.72 B,$23.67 B,$27.29 B,$28.57 B,$27.12 B,$24.65 B,$24.36 B,$24.61 B,$28.26 B,$27.72 B,$32.70 B,$29.77 B,$26.76 B,$24.49 B,,,,,,,,
cemex,$17.04 B,$15.67 B,$14.65 B,$12.94 B,$13.07 B,$0.70 B,$0.67 B,$0.85 B,$1.08 B,$1.17 B,$1.16 B,$1.15 B,$1.14 B,$1.11 B,$2.57 B,$1.96 B,$1.64 B,$1.42 B,$0.72 B,$0.58 B,$0.37 B,$0.39 B,
healthpeak-properties,$2.15 B,$2.06 B,$1.89 B,$2.20 B,$1.99 B,$1.84 B,$1.84 B,$2.49 B,$2.54 B,$2.26 B,$2.11 B,$1.90 B,$1.72 B,$1.25 B,$1.15 B,$1.03 B,$0.99 B,$0.62 B,$0.47 B,$0.43 B,$0.40 B,$0.35 B,$0.33 B
celcomdigi,$2.54 B,$1.53 B,$1.52 B,$1.46 B,$1.52 B,$1.61 B,$1.49 B,$1.60 B,$1.72 B,$2.11 B,$2.11 B,$2.06 B,,,,,,,,,,,
eastman-chemical,$9.37 B,$10.58 B,$10.47 B,$8.47 B,$9.27 B,$10.15 B,$9.54 B,$9.00 B,$9.64 B,$9.52 B,$9.35 B,$8.10 B,$7.17 B,$5.84 B,$5.04 B,$6.72 B,$6.83 B,$7.45 B,$7.05 B,$6.58 B,$5.80 B,$5.32 B,$5.38 B
f5-networks,$2.81 B,$2.70 B,$2.66 B,$2.40 B,$2.26 B,$2.18 B,$2.09 B,$2.02 B,$1.94 B,$1.78 B,$1.52 B,$1.42 B,$1.20 B,$0.95 B,$0.67 B,$0.66 B,$0.55 B,$0.42 B,$0.31 B,$0.19 B,$0.12 B,$0.10 B,$0.10 B
penske-automotive,$29.26 B,$27.81 B,$25.55 B,$20.44 B,$23.16 B,$22.78 B,$21.38 B,$20.11 B,$19.25 B,$17.28 B,$14.77 B,$13.38 B,$11.65 B,$10.72 B,$9.52 B,$11.65 B,$12.97 B,$11.26 B,$10.25 B,$9.92 B,$8.74 B,$7.52 B,$6.22 B
amdocs,$4.88 B,$4.65 B,$4.30 B,$4.21 B,$4.11 B,$4.00 B,$3.89 B,$3.75 B,$3.65 B,$3.60 B,$3.38 B,$3.26 B,$3.20 B,$3.03 B,$2.83 B,$3.17 B,$2.88 B,$2.58 B,$2.15 B,$1.81 B,$1.57 B,$1.53 B,$1.61 B
stora-enso,$10.86 B,$12.29 B,$11.82 B,$9.90 B,$11.25 B,$12.32 B,$11.53 B,$10.83 B,$11.10 B,$13.34 B,$13.99 B,$14.23 B,$15.28 B,$13.75 B,$12.59 B,$16.39 B,$19.86 B,$18.57 B,$15.78 B,$15.77 B,$14.39 B,$13.87 B,$15.52 B
qorvo,$3.13 B,$4.10 B,$4.55 B,$3.73 B,$3.13 B,$3.07 B,$2.95 B,$2.99 B,$2.63 B,$0.65 B,,,,,,,,,,,,,
oracle-japan,$1.66 B,$1.70 B,$1.91 B,$2.01 B,$1.91 B,$1.75 B,$1.58 B,$1.57 B,$1.31 B,$1.50 B,$1.53 B,$1.88 B,$1.72 B,$1.39 B,$1.17 B,,,,,,,,
ana-holdings,$13.75 B,$11.50 B,$8.36 B,$8.65 B,$19.01 B,$18.57 B,$17.13 B,$16.26 B,$14.79 B,$15.57 B,$15.77 B,$18.08 B,$17.55 B,$15.58 B,$12.84 B,,,,,,,,
havells-india,$2.14 B,$2.05 B,$1.72 B,$1.25 B,$1.41 B,,,,,,,,,,,,,,,,,,
mediobanca,$3.06 B,$1.97 B,$2.03 B,$2.13 B,$1.90 B,$2.60 B,,,,,,,,,,,,,,,,,
caseys-general-stores,$14.50 B,$14.94 B,$10.83 B,$8.38 B,$9.34 B,$9.27 B,$7.86 B,$7.03 B,$7.29 B,$8.15 B,$7.60 B,$7.11 B,$6.58 B,$5.00 B,$4.07 B,$5.31 B,$4.38 B,$3.79 B,$3.18 B,$2.59 B,$2.27 B,$2.02 B,$2.03 B
bank-albilad,$1.41 B,$1.37 B,$1.22 B,$1.13 B,$1.05 B,$0.90 B,$0.76 B,$0.65 B,$0.58 B,$0.54 B,$0.49 B,$0.43 B,,,,,,,,,,,
turkiye-petrol-rafinerileri,$21.81 B,$27.75 B,$15.08 B,$8.82 B,$15.63 B,$17.47 B,$14.84 B,$11.30 B,$13.07 B,$17.85 B,$20.74 B,$24.32 B,,,,,,,,,,,
boston-properties,$3.23 B,$3.10 B,$2.88 B,$2.76 B,$2.96 B,$2.71 B,$2.60 B,$2.55 B,$2.49 B,$2.39 B,$2.14 B,$1.87 B,$1.75 B,$1.55 B,$1.52 B,$1.48 B,$1.48 B,$1.47 B,$1.43 B,$1.40 B,$1.30 B,$1.23 B,$1.03 B
geely,$21.45 B,$15.94 B,$14.12 B,$13.94 B,$15.49 B,$14.25 B,$7.73 B,$4.65 B,$3.51 B,$4.74 B,$3.95 B,$3.33 B,$3.03 B,$2.05 B,$0.62 B,$17.62 M,$16.31 M,$13.08 M,$5.29 M,$5.14 M,$9.2 M,,
lifco,$2.25 B,$2.11 B,$1.99 B,$1.52 B,$1.47 B,$1.35 B,$1.19 B,$1.04 B,$0.94 B,$0.95 B,,,,,,,,,,,,,
knorr-bremse,$8.40 B,$7.52 B,$7.80 B,$7.13 B,$7.75 B,$7.77 B,,,,,,,,,,,,,,,,,
robinhood,$1.77 B,$1.35 B,$1.81 B,$0.95 B,,,,,,,,,,,,,,,,,,,
eiffage,$22.36 B,$21.75 B,$20.49 B,$20.94 B,$19.32 B,$18.32 B,$15.06 B,$15.37 B,$16.97 B,$19.71 B,$18.56 B,$17.90 B,$18.04 B,$19.54 B,$18.58 B,$18.36 B,$14.15 B,$10.10 B,$10.56 B,$8.94 B,$7.42 B,$6.90 B,
tfi-international,$7.50 B,$8.81 B,$7.22 B,$3.00 B,$2.85 B,$2.85 B,$2.29 B,$2.34 B,$2.91 B,$2.80 B,$3.12 B,$2.71 B,$1.94 B,$1.48 B,$1.79 B,$1.78 B,$1.33 B,$1.07 B,$0.72 B,$0.42 B,$0.22 B,$0.20 B,
emcor,$12.09 B,$11.07 B,$9.90 B,$8.79 B,$9.17 B,$8.13 B,$7.68 B,$7.55 B,$6.71 B,$6.43 B,$6.41 B,$6.34 B,$5.71 B,$5.12 B,$5.54 B,$6.78 B,$5.99 B,$5.02 B,$5.02 B,$4.74 B,$4.53 B,$3.96 B,$3.41 B
camden-property-trust,$1.53 B,$1.42 B,$1.14 B,$1.04 B,$1.02 B,$0.95 B,$0.90 B,$0.87 B,$0.89 B,$0.84 B,$0.80 B,$0.68 B,$0.49 B,$0.51 B,$0.52 B,$0.49 B,$0.52 B,$0.62 B,$0.59 B,$0.35 B,$0.34 B,$0.33 B,$0.35 B
ch-robinson,$18.44 B,$24.69 B,$23.10 B,$16.20 B,$15.30 B,$16.63 B,$14.86 B,$13.14 B,$13.47 B,$13.47 B,$12.75 B,$11.35 B,$10.33 B,$9.27 B,$7.57 B,$8.57 B,$7.31 B,$6.55 B,$5.68 B,$4.34 B,$3.61 B,$3.29 B,$3.09 B
smurfit-kappa-group,$9.83 B,$9.01 B,$8.96 B,$10.54 B,$10.57 B,$9.54 B,$10.14 B,$8.78 B,$8.51 B,,,,,,,,,,,,,,
international-consolidated-airlines,$28.82 B,$24.05 B,$9.76 B,$8.87 B,$28.50 B,$28.62 B,$26.46 B,$24.95 B,$25.32 B,$26.26 B,$24.69 B,$23.54 B,,,,,,,,,,,
asr-nederland,$5.58 B,$11.12 B,$9.23 B,$8.94 B,$6.50 B,$7.34 B,$6.97 B,$7.90 B,$8.43 B,$9.38 B,,,,,,,,,,,,,
isuzu,$24.01 B,$23.10 B,$21.27 B,$17.64 B,$19.05 B,$19.59 B,$18.42 B,$17.53 B,$16.12 B,$16.81 B,$17.83 B,$19.86 B,$16.52 B,$16.43 B,$10.12 B,,,,,,,,
accor,$4.52 B,$2.49 B,$1.99 B,$4.53 B,$4.12 B,$2.32 B,$1.68 B,$6.10 B,$6.63 B,$7.64 B,$7.47 B,$7.90 B,$7.91 B,$9.98 B,$10.81 B,$11.71 B,$9.95 B,$8.93 B,$9.59 B,$8.52 B,$7.66 B,$7.82 B,
acciona-energias-renovables,$4.65 B,$2.80 B,$2.16 B,$2.23 B,$2.52 B,,,,,,,,,,,,,,,,,,
getlink,$1.72 B,$0.87 B,$1.00 B,$1.21 B,$1.23 B,$1.24 B,$1.07 B,$1.33 B,$1.46 B,$1.50 B,$1.31 B,$1.10 B,$0.97 B,$0.91 B,$1.04 B,$0.58 B,$0.75 B,$0.63 B,,,,,
vivendi,$14.36 B,$11.92 B,$11.89 B,$14.27 B,$31.51 B,$37.77 B,$39.67 B,$38.02 B,$38.18 B,$37.57 B,$30.30 B,$25.53 B,$23.32 B,$26.96 B,$30.63 B,$65.30 B,$64.06 B,,,,,,
banque-cantonale-vaudoise,$1.04 B,$1.03 B,$1.03 B,$1.04 B,$1.13 B,$1.00 B,,,,,,,,,,,,,,,,,
mitsui-osk-lines,$11.74 B,$11.96 B,$10.60 B,$9.60 B,$10.63 B,$12.32 B,$14.80 B,$13.66 B,$14.82 B,$16.67 B,$16.80 B,$18.17 B,$18.11 B,$17.84 B,$13.60 B,,,,,,,,
toll-brothers,$10.68 B,$10.27 B,$8.79 B,$7.07 B,$7.22 B,$7.14 B,$5.81 B,$5.16 B,$4.17 B,$3.91 B,$2.67 B,$1.88 B,$1.47 B,$1.49 B,$1.75 B,$3.15 B,$4.64 B,$6.12 B,$5.79 B,$3.89 B,$2.77 B,$2.32 B,$2.22 B
emera,$5.89 B,$5.77 B,$4.56 B,$4.08 B,$4.63 B,$4.96 B,$4.83 B,$3.24 B,$2.13 B,$2.66 B,$2.14 B,$2.06 B,$2.06 B,$1.49 B,$1.29 B,$1.23 B,$1.27 B,$1.02 B,$1.02 B,$0.95 B,$0.91 B,$0.90 B,$0.74 B
essential-utilities,$2.27 B,$2.28 B,$1.87 B,$1.46 B,$0.88 B,$0.83 B,$0.80 B,$0.81 B,$0.81 B,$0.77 B,$0.76 B,$0.77 B,$0.72 B,$0.72 B,$0.67 B,$0.62 B,$0.60 B,$0.53 B,$0.49 B,$0.44 B,$0.36 B,$0.32 B,$0.30 B
siam-cement,$14.24 B,$16.23 B,$16.22 B,$12.79 B,$14.25 B,$14.83 B,$13.50 B,$12.03 B,$12.71 B,$14.98 B,$14.19 B,$13.35 B,$11.92 B,$9.68 B,$7.05 B,,,,,,,,
multiply-group,,,,,,,,,,,,,,,,,,,,,,,
abu-dhabi-islamic-bank-adib,,,,,,,,,,,,,,,,,,,,,,,
chesapeake-energy,$10.09 B,$11.44 B,$5.21 B,$8.48 B,$10.23 B,$9.49 B,$7.87 B,$11.33 B,$20.95 B,$17.50 B,$12.31 B,$11.63 B,$9.36 B,$7.70 B,$7.80 B,$7.32 B,$4.66 B,$2.70 B,$1.71 B,$0.73 B,$0.96 B,,
west-japan-railway,$11.12 B,$9.59 B,$8.76 B,$9.43 B,$14.23 B,$13.77 B,$13.24 B,$13.34 B,$11.84 B,$12.42 B,$13.26 B,$15.91 B,$16.02 B,$13.91 B,$12.75 B,,,,,,,,
nitto-denko,$6.41 B,$7.08 B,$7.51 B,$6.95 B,$6.85 B,$7.48 B,$7.67 B,$6.80 B,$6.83 B,$7.45 B,$7.39 B,$7.98 B,$7.77 B,$7.33 B,$5.89 B,,,,,,,,
marketaxess,$0.73 B,$0.71 B,$0.69 B,$0.68 B,$0.51 B,$0.43 B,$0.39 B,$0.36 B,$0.30 B,$0.26 B,$0.24 B,$0.19 B,$0.18 B,$0.14 B,$0.11 B,$93.08 M,$93.64 M,$83.31 M,$78.56 M,$76.25 M,,,
raiadrogasil,$6.49 B,$5.63 B,$4.45 B,$3.75 B,$4.40 B,$5.89 B,$4.09 B,$3.38 B,$2.49 B,$3.09 B,$2.83 B,$2.72 B,$1.56 B,$1.15 B,$0.90 B,,,,,,,,
m3,$1.68 B,$1.72 B,$1.78 B,$1.49 B,$1.15 B,$0.99 B,$0.80 B,$0.67 B,$0.49 B,$0.44 B,$0.34 B,$0.29 B,$0.22 B,$0.16 B,$0.11 B,,,,,,,,
telia-company,$8.72 B,$8.89 B,$10.07 B,$9.83 B,$9.12 B,$9.50 B,$9.49 B,$9.84 B,$10.31 B,$14.35 B,$15.61 B,$15.78 B,$15.86 B,$15.03 B,$14.63 B,,,,,,,,
credicorp,$5.21 B,$4.41 B,$3.66 B,$3.83 B,$4.46 B,$4.17 B,$4.23 B,$3.82 B,$3.63 B,$3.67 B,$3.09 B,$3.25 B,$2.66 B,$2.39 B,$1.76 B,$1.61 B,$1.46 B,$1.10 B,$0.95 B,$0.85 B,$0.75 B,$0.67 B,$0.70 B
novatek-microelectronics,$3.39 B,$3.69 B,$4.85 B,$2.75 B,$2.09 B,$1.81 B,$1.56 B,$1.42 B,$1.59 B,$1.80 B,$1.41 B,$1.26 B,$1.18 B,$1.17 B,,,,,,,,,
advanced-drainage-systems,$2.83 B,$3.13 B,$2.53 B,$1.90 B,$1.57 B,$1.36 B,$1.32 B,$1.25 B,$1.25 B,$1.15 B,$1.07 B,,,,,,,,,,,,
sk-innovation,$58.80 B,$59.81 B,$40.27 B,$29.14 B,$42.92 B,$49.50 B,$41.45 B,$34.38 B,$42.18 B,$62.59 B,$61.40 B,$66.92 B,$60.82 B,,,,,,,,,,
allegion,$3.61 B,$3.27 B,$2.86 B,$2.71 B,$2.85 B,$2.73 B,$2.40 B,$2.23 B,$2.06 B,$2.12 B,$2.08 B,,,,,,,,,,,,
ford-otosan,$12.68 B,$9.85 B,$7.19 B,$6.82 B,$6.82 B,$6.81 B,$6.95 B,$5.95 B,$5.93 B,$5.34 B,$5.77 B,$5.45 B,$6.06 B,$5.00 B,,,,,,,,,
wpp,$13.23 B,$12.42 B,$11.06 B,$9.53 B,$7.93 B,$6.71 B,$6.08 B,$5.19 B,,,,,,,,,,,,,,,
polycab-india,$1.96 B,$1.71 B,$1.51 B,$1.03 B,$1.29 B,$1.10 B,,,,,,,,,,,,,,,,,
wharf-reic,$1.59 B,$2.05 B,$2.00 B,$2.05 B,$2.10 B,$2.67 B,$2.17 B,$2.26 B,$2.24 B,,,,,,,,,,,,,,
huntington-ingalls-industries,$11.08 B,$10.67 B,$9.52 B,$9.36 B,$8.89 B,$8.17 B,$7.44 B,$7.06 B,$7.02 B,$6.95 B,$6.82 B,$6.70 B,$6.57 B,$6.72 B,,,,,,,,,
suntory,$11.16 B,$10.83 B,$11.33 B,$11.11 B,$11.92 B,$11.93 B,$10.07 B,$13.12 B,$11.43 B,$11.64 B,$11.30 B,,,,,,,,,,,,
sonic-healthcare,$5.40 B,$6.42 B,$6.57 B,$4.69 B,$4.34 B,$4.09 B,$3.93 B,$3.77 B,$3.22 B,$3.68 B,$3.18 B,$3.40 B,$3.29 B,$2.50 B,$2.41 B,$2.26 B,$1.61 B,$1.22 B,$0.89 B,$0.67 B,$0.63 B,$0.55 B,$0.40 B
empresas-copec,$29.83 B,$30.76 B,$24.78 B,$18.05 B,$23.71 B,$23.97 B,$20.35 B,$16.69 B,$18.16 B,$23.84 B,$24.33 B,$22.76 B,$21.12 B,,,,,,,,,,
volvo-car,$37.20 B,$32.26 B,$32.15 B,,,,,,,,,,,,,,,,,,,,
tokyo-gas,$23.25 B,$23.05 B,$17.13 B,$16.91 B,$18.29 B,$17.12 B,$15.34 B,$15.02 B,$17.00 B,$20.98 B,$20.40 B,$23.48 B,$20.59 B,$17.46 B,$15.40 B,,,,,,,,
wiwynn,$8.74 B,$9.67 B,$6.90 B,$6.44 B,$5.33 B,$7.30 B,,,,,,,,,,,,,,,,,
asahi-kasei,$19.56 B,$20.10 B,$21.37 B,$19.80 B,$19.91 B,$19.45 B,$17.90 B,$17.11 B,$16.27 B,$18.30 B,$18.73 B,$19.27 B,$20.71 B,$18.13 B,$14.36 B,,,,,,,,
largan-precision,$1.45 B,$1.57 B,$1.68 B,$1.92 B,$1.98 B,$1.65 B,$1.76 B,$1.50 B,$1.74 B,$1.52 B,$0.93 B,$0.68 B,$0.54 B,$0.40 B,,,,,,,,,
nemetschek,$0.89 B,$0.84 B,$0.79 B,$0.69 B,$0.62 B,$0.54 B,$0.45 B,$0.37 B,$0.31 B,$0.28 B,$0.24 B,$0.22 B,$0.22 B,$0.19 B,$0.19 B,,,,,,,,
swire-pacific,$11.68 B,$11.64 B,$10.32 B,$10.99 B,$10.80 B,$10.27 B,$8.04 B,$7.85 B,$7.90 B,$6.63 B,$5.65 B,$4.67 B,$3.75 B,$3.21 B,$3.19 B,$2.76 B,$2.45 B,$2.44 B,$2.35 B,$2.26 B,$1.95 B,$1.94 B,
davita,$11.91 B,$11.60 B,$11.61 B,$11.55 B,$11.38 B,$11.40 B,$14.27 B,$14.74 B,$13.78 B,$12.79 B,$11.76 B,$8.23 B,$6.98 B,$6.44 B,$6.10 B,$5.66 B,$5.26 B,$4.88 B,$2.97 B,$2.29 B,$2.04 B,$1.85 B,$1.65 B
bank-of-ireland-group,$3.49 B,$3.40 B,$3.28 B,$3.29 B,$3.24 B,$3.54 B,$3.26 B,$3.60 B,$3.81 B,$3.85 B,$1.82 B,$6.29 B,$6.86 B,$4.83 B,$6.73 B,$5.21 B,$4.24 B,$4.17 B,$3.69 B,$3.17 B,$3.12 B,,
